# fecha: 2026-09-15T11:37:36
# python: 3.14.2
# numpy: 2.4.3
# sha_v7: 3db0475ef0ea95ce
# sha_v7i: ddc6ad2816c965f6
# sha_este: 814fce58e7409a05
# NS: 20
# T: 100000
# condiciones: {"D_comida_solB0": ["{'nuevo': 'D', 'nuevo_val': 'comida', 'solap_B': 0}", "BD", 0], "D_comida_solB1": ["{'nuevo': 'D', 'nuevo_val': 'comida', 'solap_B': 1}", "BD", 1], "D_comida_solB2": ["{'nuevo': 'D', 'nuevo_val': 'comida', 'solap_B': 2}", "BD", 2], "AB0": ["{}", "AB", 0], "AB1": ["{'solap_AB': 1}", "AB", 1], "AB2": ["{'solap_AB': 2}", "AB", 2], "AB3": ["{'solap_AB': 3}", "AB", 3], "E2I_C_libre": ["{'nuevo': 'C'}", "AC", null], "CTRL_D_veneno_solB1": ["{'nuevo': 'D', 'nuevo_val': 'veneno', 'solap_B': 1}", "BD", 1], "CTRL_D_veneno_solB2": ["{'nuevo': 'D', 'nuevo_val': 'veneno', 'solap_B': 2}", "BD", 2]}
cond,seed,plast,solap_nominal,solap_par,solap_medido,solap_AB,solap_AC,solap_AD,solap_BC,solap_BD,solap_CD,splits,celdas,primer_split,estimulos_split,W_A,W_B,W_C,W_D,err_max,err_max_A,err_max_B,err_max_C,err_max_D,deaths
AB3,11,True,3,AB,3,3,0,0,0,0,2,6,36,238,B,1.0,-3.0,0.0,0.0,0.6077,0.5699,0.6077,0.0,0.0,155
AB3,12,True,3,AB,3,3,0,0,0,0,2,6,36,498,B,1.0,-3.0,0.0,0.0,0.6272,0.5904,0.6272,0.0,0.0,152
AB3,13,True,3,AB,3,3,0,0,0,0,1,9,39,253,AB,1.0,-3.0,0.0,0.0,0.6135,0.6011,0.6135,0.0,0.0,140
AB3,14,True,3,AB,3,3,0,0,0,0,1,6,36,513,B,1.0,-3.0,0.0,0.0,0.6436,0.5976,0.6436,0.0,0.0,151
AB3,15,True,3,AB,3,3,0,0,0,0,1,9,39,333,AB,1.0,-3.0,0.0,0.0,0.6309,0.6309,0.6168,0.0,0.0,156
AB3,16,True,3,AB,3,3,0,0,0,0,2,6,36,273,AB,1.0,-3.0,0.0,0.0,0.6075,0.6072,0.6075,0.0,0.0,147
AB3,17,True,3,AB,3,3,0,0,0,0,1,6,36,782,AB,1.0,-3.0,0.0,0.0,0.6253,0.6065,0.6253,0.0,0.0,156
AB3,18,True,3,AB,3,3,0,0,0,0,2,6,36,548,A,1.0,-3.0,0.0,0.0,0.6232,0.6232,0.5987,0.0,0.0,159
AB3,19,True,3,AB,3,3,0,0,0,0,2,6,36,397,B,1.0,-3.0,0.0,0.0,0.6378,0.5928,0.6378,0.0,0.0,159
AB3,20,True,3,AB,3,3,0,0,0,0,1,6,36,1092,A,1.0,-3.0,0.0,0.0,0.6426,0.6426,0.5702,0.0,0.0,148
AB3,1,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.3729,2.3454,2.3729,0.0,0.0,475
AB3,2,False,3,AB,3,3,0,0,0,0,2,0,30,,,0.0,0.0,0.0,0.0,2.3669,2.3396,2.3669,0.0,0.0,428
AB3,3,False,3,AB,3,3,0,0,0,0,2,0,30,,,0.0,0.0,0.0,0.0,2.3429,2.316,2.3429,0.0,0.0,423
AB3,4,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.3377,2.311,2.3377,0.0,0.0,459
AB3,5,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.3975,2.3696,2.3975,0.0,0.0,475
AB3,6,False,3,AB,3,3,0,0,0,0,0,0,30,,,0.0,0.0,0.0,0.0,2.329,2.3024,2.329,0.0,0.0,453
AB3,7,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.3509,2.3239,2.3509,0.0,0.0,451
AB3,8,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.2738,2.2483,2.2738,0.0,0.0,446
AB3,9,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.3514,2.3244,2.3514,0.0,0.0,478
AB3,10,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.269,2.2437,2.269,0.0,0.0,423
AB3,11,False,3,AB,3,3,0,0,0,0,2,0,30,,,0.0,0.0,0.0,0.0,2.3412,2.3144,2.3412,0.0,0.0,441
AB3,12,False,3,AB,3,3,0,0,0,0,2,0,30,,,0.0,0.0,0.0,0.0,2.3427,2.3159,2.3427,0.0,0.0,482
AB3,13,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.2936,2.2678,2.2936,0.0,0.0,512
AB3,14,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.3354,2.3087,2.3354,0.0,0.0,468
AB3,15,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.3617,2.3345,2.3617,0.0,0.0,472
AB3,16,False,3,AB,3,3,0,0,0,0,2,0,30,,,0.0,0.0,0.0,0.0,2.3536,2.3265,2.3536,0.0,0.0,487
AB3,17,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.3533,2.3262,2.3533,0.0,0.0,433
AB3,18,False,3,AB,3,3,0,0,0,0,2,0,30,,,0.0,0.0,0.0,0.0,2.3585,2.3313,2.3585,0.0,0.0,469
AB3,19,False,3,AB,3,3,0,0,0,0,2,0,30,,,0.0,0.0,0.0,0.0,2.3244,2.2979,2.3244,0.0,0.0,416
AB3,20,False,3,AB,3,3,0,0,0,0,1,0,30,,,0.0,0.0,0.0,0.0,2.327,2.3005,2.327,0.0,0.0,458
CTRL_D_veneno_solB1,1,True,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-3.55,-2.9,-2.9,0.503,0.1475,0.487,0.0,0.503,189
CTRL_D_veneno_solB1,2,True,1,BD,1,0,1,0,2,1,1,0,30,,,1.0,-3.41,-2.16,-2.87,0.4968,0.1475,0.4967,0.0,0.4968,178
CTRL_D_veneno_solB1,3,True,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-3.47,0.0,-2.92,0.5004,0.1475,0.4996,0.0,0.5004,186
CTRL_D_veneno_solB1,4,True,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-3.52,0.0,-2.91,0.5026,0.1475,0.5018,0.0,0.5026,171
CTRL_D_veneno_solB1,5,True,1,BD,1,0,0,0,1,1,1,0,30,,,1.0,-3.46,-1.58,-2.87,0.4744,0.1475,0.4724,0.0,0.4744,189
CTRL_D_veneno_solB1,6,True,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-3.55,0.0,-2.89,0.4831,0.1475,0.4425,0.0,0.4831,169
CTRL_D_veneno_solB1,7,True,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-3.53,-2.88,-2.88,0.519,0.1475,0.5164,0.0,0.519,178
CTRL_D_veneno_solB1,8,True,1,BD,1,0,0,0,2,1,2,0,30,,,1.0,-3.5,-3.22,-2.95,0.4824,0.1475,0.4806,0.0,0.4824,179
CTRL_D_veneno_solB1,9,True,1,BD,1,0,1,0,1,1,2,0,30,,,1.0,-3.47,-1.94,-2.95,0.5007,0.1475,0.4971,0.0,0.5007,159
CTRL_D_veneno_solB1,10,True,1,BD,1,0,0,0,1,1,2,0,30,,,1.0,-3.62,-2.31,-2.97,0.4907,0.1475,0.4425,0.0,0.4907,197
CTRL_D_veneno_solB1,11,True,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-3.54,-2.9,-2.9,0.5146,0.1475,0.4425,0.0,0.5146,177
CTRL_D_veneno_solB1,12,True,1,BD,1,0,1,0,0,1,0,0,30,,,1.0,-3.48,0.33,-2.94,0.4922,0.1475,0.4781,0.0,0.4922,166
CTRL_D_veneno_solB1,13,True,1,BD,1,0,1,0,1,1,1,0,30,,,1.0,-3.51,-1.27,-2.92,0.4882,0.1475,0.4782,0.0,0.4882,183
CTRL_D_veneno_solB1,14,True,1,BD,1,0,0,0,2,1,1,0,30,,,1.0,-3.36,-2.46,-2.89,0.4522,0.1475,0.4513,0.0,0.4522,185
CTRL_D_veneno_solB1,15,True,1,BD,1,0,2,0,0,1,1,0,30,,,1.0,-3.36,0.01,-2.88,0.4929,0.1475,0.4927,0.0,0.4929,186
CTRL_D_veneno_solB1,16,True,1,BD,1,0,0,0,0,1,2,0,30,,,1.0,-3.51,-1.3,-2.91,0.4765,0.1475,0.4425,0.0,0.4765,165
CTRL_D_veneno_solB1,17,True,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-3.53,-2.92,-2.92,0.5136,0.1475,0.5129,0.0,0.5136,169
CTRL_D_veneno_solB1,18,True,1,BD,1,0,0,0,1,1,1,0,30,,,1.0,-3.62,-1.64,-2.94,0.4922,0.1475,0.4425,0.0,0.4922,177
CTRL_D_veneno_solB1,19,True,1,BD,1,0,0,0,1,1,0,0,30,,,1.0,-3.5,-0.95,-2.89,0.4809,0.1475,0.4803,0.0,0.4809,159
CTRL_D_veneno_solB1,20,True,1,BD,1,0,0,0,0,1,1,0,30,,,1.0,-3.49,-0.64,-2.88,0.4851,0.1475,0.4776,0.0,0.4851,172
CTRL_D_veneno_solB1,1,False,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-3.55,-2.9,-2.9,0.503,0.1475,0.487,0.0,0.503,189
CTRL_D_veneno_solB1,2,False,1,BD,1,0,1,0,2,1,1,0,30,,,1.0,-3.41,-2.16,-2.87,0.4968,0.1475,0.4967,0.0,0.4968,178
CTRL_D_veneno_solB1,3,False,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-3.47,0.0,-2.92,0.5004,0.1475,0.4996,0.0,0.5004,186
CTRL_D_veneno_solB1,4,False,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-3.52,0.0,-2.91,0.5026,0.1475,0.5018,0.0,0.5026,171
CTRL_D_veneno_solB1,5,False,1,BD,1,0,0,0,1,1,1,0,30,,,1.0,-3.46,-1.58,-2.87,0.4744,0.1475,0.4724,0.0,0.4744,189
CTRL_D_veneno_solB1,6,False,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-3.55,0.0,-2.89,0.4831,0.1475,0.4425,0.0,0.4831,169
CTRL_D_veneno_solB1,7,False,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-3.53,-2.88,-2.88,0.519,0.1475,0.5164,0.0,0.519,178
CTRL_D_veneno_solB1,8,False,1,BD,1,0,0,0,2,1,2,0,30,,,1.0,-3.5,-3.22,-2.95,0.4824,0.1475,0.4806,0.0,0.4824,179
CTRL_D_veneno_solB1,9,False,1,BD,1,0,1,0,1,1,2,0,30,,,1.0,-3.47,-1.94,-2.95,0.5007,0.1475,0.4971,0.0,0.5007,159
CTRL_D_veneno_solB1,10,False,1,BD,1,0,0,0,1,1,2,0,30,,,1.0,-3.62,-2.31,-2.97,0.4907,0.1475,0.4425,0.0,0.4907,197
CTRL_D_veneno_solB1,11,False,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-3.54,-2.9,-2.9,0.5146,0.1475,0.4425,0.0,0.5146,177
CTRL_D_veneno_solB1,12,False,1,BD,1,0,1,0,0,1,0,0,30,,,1.0,-3.48,0.33,-2.94,0.4922,0.1475,0.4781,0.0,0.4922,166
CTRL_D_veneno_solB1,13,False,1,BD,1,0,1,0,1,1,1,0,30,,,1.0,-3.51,-1.27,-2.92,0.4882,0.1475,0.4782,0.0,0.4882,183
CTRL_D_veneno_solB1,14,False,1,BD,1,0,0,0,2,1,1,0,30,,,1.0,-3.36,-2.46,-2.89,0.4522,0.1475,0.4513,0.0,0.4522,185
CTRL_D_veneno_solB1,15,False,1,BD,1,0,2,0,0,1,1,0,30,,,1.0,-3.36,0.01,-2.88,0.4929,0.1475,0.4927,0.0,0.4929,186
CTRL_D_veneno_solB1,16,False,1,BD,1,0,0,0,0,1,2,0,30,,,1.0,-3.51,-1.3,-2.91,0.4765,0.1475,0.4425,0.0,0.4765,165
CTRL_D_veneno_solB1,17,False,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-3.53,-2.92,-2.92,0.5136,0.1475,0.5129,0.0,0.5136,169
CTRL_D_veneno_solB1,18,False,1,BD,1,0,0,0,1,1,1,0,30,,,1.0,-3.62,-1.64,-2.94,0.4922,0.1475,0.4425,0.0,0.4922,177
CTRL_D_veneno_solB1,19,False,1,BD,1,0,0,0,1,1,0,0,30,,,1.0,-3.5,-0.95,-2.89,0.4809,0.1475,0.4803,0.0,0.4809,159
CTRL_D_veneno_solB1,20,False,1,BD,1,0,0,0,0,1,1,0,30,,,1.0,-3.49,-0.64,-2.88,0.4851,0.1475,0.4776,0.0,0.4851,172
CTRL_D_veneno_solB2,1,True,2,BD,2,0,1,0,0,2,0,0,30,,,1.0,-3.46,0.33,-2.89,0.4425,0.1475,0.4425,0.0,0.3612,185
CTRL_D_veneno_solB2,2,True,2,BD,2,0,1,0,1,2,1,0,30,,,1.0,-3.51,-0.95,-2.91,0.4425,0.1475,0.4425,0.0,0.3484,175
CTRL_D_veneno_solB2,3,True,2,BD,2,0,0,0,0,2,1,0,30,,,1.0,-3.51,-0.35,-2.93,0.4425,0.1475,0.4425,0.0,0.3458,169
CTRL_D_veneno_solB2,4,True,2,BD,2,0,1,0,0,2,1,0,30,,,1.0,-3.54,0.01,-2.91,0.4425,0.1475,0.4425,0.0,0.3428,173
CTRL_D_veneno_solB2,5,True,2,BD,2,0,0,0,1,2,1,0,30,,,1.0,-3.59,-1.31,-2.94,0.4425,0.1475,0.4425,0.0,0.3512,176
CTRL_D_veneno_solB2,6,True,2,BD,2,0,1,0,1,2,2,0,30,,,1.0,-3.52,-1.3,-2.92,0.4425,0.1475,0.4425,0.0,0.3748,170
CTRL_D_veneno_solB2,7,True,2,BD,2,0,0,0,1,2,2,0,30,,,1.0,-3.53,-1.64,-2.94,0.4425,0.1475,0.4425,0.0,0.3613,190
CTRL_D_veneno_solB2,8,True,2,BD,2,0,2,0,1,2,1,0,30,,,1.0,-3.56,-0.64,-2.95,0.4425,0.1475,0.4425,0.0,0.3878,183
CTRL_D_veneno_solB2,9,True,2,BD,2,0,0,0,1,2,1,0,30,,,1.0,-3.46,-1.27,-2.91,0.4425,0.1475,0.4425,0.0,0.3591,181
CTRL_D_veneno_solB2,10,True,2,BD,2,0,1,0,1,2,1,0,30,,,1.0,-3.53,-0.95,-2.88,0.4425,0.1475,0.4425,0.0,0.3151,174
CTRL_D_veneno_solB2,11,True,2,BD,2,0,0,0,1,2,0,0,30,,,1.0,-3.38,-0.89,-2.84,0.4425,0.1475,0.4425,0.0,0.3656,190
CTRL_D_veneno_solB2,12,True,2,BD,2,0,0,0,0,2,1,0,30,,,1.0,-3.53,-0.3,-2.86,0.4425,0.1475,0.4425,0.0,0.3644,153
CTRL_D_veneno_solB2,13,True,2,BD,2,0,1,0,0,2,1,0,30,,,1.0,-3.63,0.01,-2.96,0.4425,0.1475,0.4425,0.0,0.3387,186
CTRL_D_veneno_solB2,14,True,2,BD,2,0,0,0,0,2,0,0,30,,,1.0,-3.45,0.0,-2.91,0.4425,0.1475,0.4425,0.0,0.3593,191
CTRL_D_veneno_solB2,15,True,2,BD,2,0,0,0,2,2,1,0,30,,,1.0,-3.37,-2.13,-2.81,0.4425,0.1475,0.4425,0.0,0.3598,182
CTRL_D_veneno_solB2,16,True,2,BD,2,0,1,0,1,2,2,0,30,,,1.0,-3.56,-1.28,-2.91,0.4425,0.1475,0.4425,0.0,0.3783,174
CTRL_D_veneno_solB2,17,True,2,BD,2,0,0,0,0,2,0,0,30,,,1.0,-3.45,0.0,-2.9,0.4425,0.1475,0.4425,0.0,0.3339,190
CTRL_D_veneno_solB2,18,True,2,BD,2,0,0,0,0,2,0,0,30,,,1.0,-3.52,0.0,-2.93,0.4425,0.1475,0.4425,0.0,0.3432,162
CTRL_D_veneno_solB2,19,True,2,BD,2,0,1,0,1,2,2,0,30,,,1.0,-3.56,-1.29,-2.92,0.4425,0.1475,0.4425,0.0,0.3521,191
CTRL_D_veneno_solB2,20,True,2,BD,2,0,0,0,1,2,1,0,30,,,1.0,-3.38,-1.24,-2.8,0.4425,0.1475,0.4425,0.0,0.3281,180
CTRL_D_veneno_solB2,1,False,2,BD,2,0,1,0,0,2,0,0,30,,,1.0,-3.46,0.33,-2.89,0.4425,0.1475,0.4425,0.0,0.3612,185
CTRL_D_veneno_solB2,2,False,2,BD,2,0,1,0,1,2,1,0,30,,,1.0,-3.51,-0.95,-2.91,0.4425,0.1475,0.4425,0.0,0.3484,175
CTRL_D_veneno_solB2,3,False,2,BD,2,0,0,0,0,2,1,0,30,,,1.0,-3.51,-0.35,-2.93,0.4425,0.1475,0.4425,0.0,0.3458,169
CTRL_D_veneno_solB2,4,False,2,BD,2,0,1,0,0,2,1,0,30,,,1.0,-3.54,0.01,-2.91,0.4425,0.1475,0.4425,0.0,0.3428,173
CTRL_D_veneno_solB2,5,False,2,BD,2,0,0,0,1,2,1,0,30,,,1.0,-3.59,-1.31,-2.94,0.4425,0.1475,0.4425,0.0,0.3512,176
CTRL_D_veneno_solB2,6,False,2,BD,2,0,1,0,1,2,2,0,30,,,1.0,-3.52,-1.3,-2.92,0.4425,0.1475,0.4425,0.0,0.3748,170
CTRL_D_veneno_solB2,7,False,2,BD,2,0,0,0,1,2,2,0,30,,,1.0,-3.53,-1.64,-2.94,0.4425,0.1475,0.4425,0.0,0.3613,190
CTRL_D_veneno_solB2,8,False,2,BD,2,0,2,0,1,2,1,0,30,,,1.0,-3.56,-0.64,-2.95,0.4425,0.1475,0.4425,0.0,0.3878,183
CTRL_D_veneno_solB2,9,False,2,BD,2,0,0,0,1,2,1,0,30,,,1.0,-3.46,-1.27,-2.91,0.4425,0.1475,0.4425,0.0,0.3591,181
CTRL_D_veneno_solB2,10,False,2,BD,2,0,1,0,1,2,1,0,30,,,1.0,-3.53,-0.95,-2.88,0.4425,0.1475,0.4425,0.0,0.3151,174
CTRL_D_veneno_solB2,11,False,2,BD,2,0,0,0,1,2,0,0,30,,,1.0,-3.38,-0.89,-2.84,0.4425,0.1475,0.4425,0.0,0.3656,190
CTRL_D_veneno_solB2,12,False,2,BD,2,0,0,0,0,2,1,0,30,,,1.0,-3.53,-0.3,-2.86,0.4425,0.1475,0.4425,0.0,0.3644,153
CTRL_D_veneno_solB2,13,False,2,BD,2,0,1,0,0,2,1,0,30,,,1.0,-3.63,0.01,-2.96,0.4425,0.1475,0.4425,0.0,0.3387,186
CTRL_D_veneno_solB2,14,False,2,BD,2,0,0,0,0,2,0,0,30,,,1.0,-3.45,0.0,-2.91,0.4425,0.1475,0.4425,0.0,0.3593,191
CTRL_D_veneno_solB2,15,False,2,BD,2,0,0,0,2,2,1,0,30,,,1.0,-3.37,-2.13,-2.81,0.4425,0.1475,0.4425,0.0,0.3598,182
CTRL_D_veneno_solB2,16,False,2,BD,2,0,1,0,1,2,2,0,30,,,1.0,-3.56,-1.28,-2.91,0.4425,0.1475,0.4425,0.0,0.3783,174
CTRL_D_veneno_solB2,17,False,2,BD,2,0,0,0,0,2,0,0,30,,,1.0,-3.45,0.0,-2.9,0.4425,0.1475,0.4425,0.0,0.3339,190
CTRL_D_veneno_solB2,18,False,2,BD,2,0,0,0,0,2,0,0,30,,,1.0,-3.52,0.0,-2.93,0.4425,0.1475,0.4425,0.0,0.3432,162
CTRL_D_veneno_solB2,19,False,2,BD,2,0,1,0,1,2,2,0,30,,,1.0,-3.56,-1.29,-2.92,0.4425,0.1475,0.4425,0.0,0.3521,191
CTRL_D_veneno_solB2,20,False,2,BD,2,0,0,0,1,2,1,0,30,,,1.0,-3.38,-1.24,-2.8,0.4425,0.1475,0.4425,0.0,0.3281,180
D_comida_solB0,1,True,0,BD,0,0,1,0,0,0,2,0,30,,,1.0,-3.0,1.0,1.0,0.4425,0.1475,0.4425,0.0,0.1475,123
D_comida_solB0,2,True,0,BD,0,0,2,0,0,0,0,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,130
D_comida_solB0,3,True,0,BD,0,0,0,0,1,0,1,0,30,,,1.0,-3.0,-0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,108
D_comida_solB0,4,True,0,BD,0,0,0,0,1,0,1,0,30,,,1.0,-3.0,-0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,110
D_comida_solB0,5,True,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-3.0,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,121
D_comida_solB0,6,True,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-2.99,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,115
D_comida_solB0,7,True,0,BD,0,0,0,0,0,0,2,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,134
D_comida_solB0,8,True,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-3.0,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,123
D_comida_solB0,9,True,0,BD,0,0,1,0,0,0,0,0,30,,,1.0,-3.0,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,123
D_comida_solB0,10,True,0,BD,0,0,0,0,1,0,1,0,30,,,1.0,-3.0,-0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,129
D_comida_solB0,11,True,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-2.99,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,115
D_comida_solB0,12,True,0,BD,0,0,1,0,0,0,2,0,30,,,1.0,-3.0,1.0,1.0,0.4425,0.1475,0.4425,0.0,0.1475,129
D_comida_solB0,13,True,0,BD,0,0,1,0,0,0,1,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,127
D_comida_solB0,14,True,0,BD,0,0,0,0,0,0,2,0,30,,,1.0,-2.99,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,142
D_comida_solB0,15,True,0,BD,0,0,0,0,1,0,1,0,30,,,1.0,-3.0,-0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,137
D_comida_solB0,16,True,0,BD,0,0,0,0,0,0,2,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,114
D_comida_solB0,17,True,0,BD,0,0,0,0,0,0,0,0,30,,,1.0,-3.0,0.0,1.0,0.4425,0.1475,0.4425,0.0,0.1475,110
D_comida_solB0,18,True,0,BD,0,0,0,0,0,0,2,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,132
D_comida_solB0,19,True,0,BD,0,0,2,0,0,0,0,0,30,,,1.0,-2.99,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,115
D_comida_solB0,20,True,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-3.0,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,136
D_comida_solB0,1,False,0,BD,0,0,1,0,0,0,2,0,30,,,1.0,-3.0,1.0,1.0,0.4425,0.1475,0.4425,0.0,0.1475,123
D_comida_solB0,2,False,0,BD,0,0,2,0,0,0,0,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,130
D_comida_solB0,3,False,0,BD,0,0,0,0,1,0,1,0,30,,,1.0,-3.0,-0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,108
D_comida_solB0,4,False,0,BD,0,0,0,0,1,0,1,0,30,,,1.0,-3.0,-0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,110
D_comida_solB0,5,False,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-3.0,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,121
D_comida_solB0,6,False,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-2.99,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,115
D_comida_solB0,7,False,0,BD,0,0,0,0,0,0,2,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,134
D_comida_solB0,8,False,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-3.0,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,123
D_comida_solB0,9,False,0,BD,0,0,1,0,0,0,0,0,30,,,1.0,-3.0,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,123
D_comida_solB0,10,False,0,BD,0,0,0,0,1,0,1,0,30,,,1.0,-3.0,-0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,129
D_comida_solB0,11,False,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-2.99,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,115
D_comida_solB0,12,False,0,BD,0,0,1,0,0,0,2,0,30,,,1.0,-3.0,1.0,1.0,0.4425,0.1475,0.4425,0.0,0.1475,129
D_comida_solB0,13,False,0,BD,0,0,1,0,0,0,1,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,127
D_comida_solB0,14,False,0,BD,0,0,0,0,0,0,2,0,30,,,1.0,-2.99,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,142
D_comida_solB0,15,False,0,BD,0,0,0,0,1,0,1,0,30,,,1.0,-3.0,-0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,137
D_comida_solB0,16,False,0,BD,0,0,0,0,0,0,2,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,114
D_comida_solB0,17,False,0,BD,0,0,0,0,0,0,0,0,30,,,1.0,-3.0,0.0,1.0,0.4425,0.1475,0.4425,0.0,0.1475,110
D_comida_solB0,18,False,0,BD,0,0,0,0,0,0,2,0,30,,,1.0,-3.0,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,132
D_comida_solB0,19,False,0,BD,0,0,2,0,0,0,0,0,30,,,1.0,-2.99,0.67,1.0,0.4425,0.1475,0.4425,0.0,0.1475,115
D_comida_solB0,20,False,0,BD,0,0,0,0,0,0,1,0,30,,,1.0,-3.0,0.33,1.0,0.4425,0.1475,0.4425,0.0,0.1475,136
D_comida_solB1,1,True,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-2.94,0.99,0.99,0.4995,0.1475,0.4982,0.0,0.4995,126
D_comida_solB1,2,True,1,BD,1,0,1,0,2,1,1,0,30,,,1.0,-2.92,-1.37,0.99,0.4922,0.1475,0.4798,0.0,0.4922,137
D_comida_solB1,3,True,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-2.94,0.0,1.0,0.4908,0.1475,0.4889,0.0,0.4908,127
D_comida_solB1,4,True,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-2.9,0.0,0.99,0.4965,0.1475,0.4944,0.0,0.4965,111
D_comida_solB1,5,True,1,BD,1,0,0,0,1,1,1,0,30,,,1.0,-2.94,-0.49,1.0,0.4626,0.1475,0.4616,0.0,0.4626,130
D_comida_solB1,6,True,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-2.94,0.0,1.0,0.4872,0.1475,0.4861,0.0,0.4872,130
D_comida_solB1,7,True,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-2.98,1.0,1.0,0.501,0.1475,0.496,0.0,0.501,156
D_comida_solB1,8,True,1,BD,1,0,0,0,2,1,2,0,30,,,1.0,-2.91,-0.96,0.99,0.4764,0.1475,0.4748,0.0,0.4764,107
D_comida_solB1,9,True,1,BD,1,0,1,0,1,1,2,0,30,,,1.0,-2.92,0.58,0.98,0.4896,0.1475,0.4879,0.0,0.4896,113
