# fecha: 2026-09-15 11:48:18
# rama: 3T_temporal
# tag: PH1
# sha_mundo_temporal: 1f447657faf00ef8
# sha_corre_3T: 95ed871994fd44c5
# python: 3.14.2
# numpy: 2.4.3
# arms: ['C1', 'C3', 'C3C']
# seeds: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]
# kwargs: {'T': 100000, 'nkmax': 300, 'wclip': 3.0}
# constantes: {'L': 40, 'NK': 30, 'NKMAX': 90, 'K': 3, 'R_VAL': {'comida': 1.0, 'veneno': -3.0, 'neutro': 0.0}, 'E_VAL': {'comida': 0.8, 'veneno': -0.4, 'neutro': 0.1}}
# segundos: 31.6
arm,seed,W_AA,W_AB,W_BA,W_BB,sep,Wp_AA,Wn_AA,Wp_AB,Wn_AB,solap_A,solap_B,solap_A_s0,solap_A_s1,solap_A_s2,solap_A_s3,solap_A_s4,rho_s0,rho_s1,rho_s2,rho_s3,rho_s4,rho_cod_s0,rho_cod_s1,rho_cod_s2,rho_cod_s3,rho_cod_s4,splits,celdas,t_pool,fracTemp_med,acc_q1,acc_q2,acc_q3,acc_q4,base_q1,base_q2,base_q3,base_q4,lift_q1,lift_q2,lift_q3,lift_q4,early_acc,early_base,early_lift,early_nbit,nAB_q1,nAB_q2,nAB_q3,nAB_q4,nAA_q1,nAA_q2,nAA_q3,nAA_q4,nB_q1,nB_q2,nB_q3,nB_q4,deaths,Rtot,E_fin
C1,20,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,3,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,,,0.494,0.4968,0.5004,0.5048,0.4976,0.4986,0.4872,0.4915,-0.0036,-0.0018,0.0132,0.0133,0.5248,0.5551,-0.0303,227,578,688,631,679,592,697,630,666,1159,1375,1200,1300,231,-5179.0,0.732
C3,1,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4429,0.4571,0.4571,0.4571,0.0,0.459,0.459,0.459,0.459,270,300,39305,0.505,0.5078,0.5004,0.4972,0.4996,0.5104,0.5038,0.5055,0.5122,-0.0025,-0.0034,-0.0083,-0.0126,0.4854,0.5211,-0.0357,213,552,690,626,690,535,689,633,691,1133,1398,1289,1448,238,-5086.0,1.122
C3,2,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,2,0,0,0,0.0,0.3752,0.4579,0.4579,0.4579,0.0,0.4319,0.4679,0.4679,0.4679,270,300,46990,0.456,0.5055,0.5032,0.5031,0.4825,0.4976,0.5047,0.5044,0.4782,0.0079,-0.0015,-0.0013,0.0043,0.3521,0.5035,-0.1514,141,416,637,650,677,407,629,642,726,813,1292,1315,1284,249,-4832.0,1.386
C3,3,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,1,3,0,0,0,0,0.0,0.4235,0.4444,0.4444,0.4444,0.0,0.4507,0.4507,0.4507,0.4507,270,300,48017,0.258,0.5197,0.5008,0.4724,0.4947,0.4929,0.5041,0.4802,0.5053,0.0268,-0.0033,-0.0078,-0.0106,0.5887,0.5305,0.0582,262,594,632,650,651,549,630,726,665,1111,1283,1271,1342,257,-5183.0,0.6
C3,4,0.0,0.0,0.0,-0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4277,0.4437,0.4437,0.4437,0.0,0.4503,0.4503,0.4503,0.4503,270,300,39826,0.31,0.4874,0.5199,0.5112,0.4872,0.5031,0.5126,0.4983,0.5029,-0.0157,0.0073,0.0129,-0.0157,0.5221,0.5372,-0.0151,242,541,694,663,590,569,641,634,621,1124,1404,1288,1225,232,-4907.0,1.47
C3,5,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4544,0.4687,0.4687,0.4687,0.0,0.4666,0.4666,0.4666,0.4666,270,300,41794,0.409,0.5129,0.5176,0.5112,0.5003,0.5007,0.5202,0.517,0.5069,0.0123,-0.0026,-0.0058,-0.0065,0.5833,0.5202,0.0631,198,575,634,684,717,546,591,654,716,1124,1328,1432,1473,204,-4911.0,1.482
C3,6,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4105,0.4301,0.4301,0.4301,0.0,0.4327,0.4328,0.4328,0.4328,270,300,40754,0.117,0.5078,0.5195,0.4917,0.5018,0.5081,0.515,0.4964,0.5061,-0.0003,0.0046,-0.0047,-0.0044,0.5809,0.5246,0.0562,284,586,598,683,566,568,553,706,562,1190,1222,1371,1154,216,-4734.0,1.45
C3,7,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4052,0.4284,0.4284,0.4284,0.0,0.4292,0.4285,0.4285,0.4285,270,300,40185,0.075,0.5184,0.4786,0.4918,0.4917,0.5052,0.4932,0.5068,0.5024,0.0133,-0.0145,-0.015,-0.0106,0.473,0.5068,-0.0338,148,548,605,626,623,509,659,647,644,1077,1232,1306,1281,210,-4975.0,1.254
C3,8,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.3689,0.4041,0.4041,0.4041,0.0,0.4125,0.4137,0.4137,0.4137,270,300,41497,0.237,0.4777,0.5143,0.4853,0.4855,0.4908,0.5042,0.4951,0.5049,-0.0131,0.0101,-0.0098,-0.0195,0.51,0.524,-0.014,208,450,700,628,635,492,661,666,673,906,1386,1269,1332,253,-5063.0,1.482
C3,9,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4159,0.4237,0.4237,0.4237,0.0,0.426,0.426,0.426,0.426,270,300,33384,0.158,0.4865,0.4887,0.4711,0.4933,0.4877,0.4976,0.4784,0.4961,-0.0012,-0.0088,-0.0073,-0.0028,0.543,0.5598,-0.0167,343,669,608,694,701,706,636,779,720,1309,1230,1351,1401,284,-5851.0,1.36
C3,10,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.3761,0.4065,0.4065,0.4065,0.0,0.4117,0.4119,0.4119,0.4119,270,300,40204,0.493,0.4917,0.5127,0.5069,0.508,0.4991,0.4996,0.5208,0.5051,-0.0074,0.013,-0.0139,0.0028,0.4831,0.5056,-0.0225,178,535,708,588,637,553,673,572,617,1084,1377,1263,1280,238,-4777.0,1.498
C3,11,0.0,0.0,0.0,-0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4321,0.446,0.446,0.446,0.0,0.4495,0.4495,0.4495,0.4495,270,300,35194,0.396,0.4941,0.4883,0.508,0.5242,0.4847,0.4906,0.5065,0.5165,0.0094,-0.0024,0.0014,0.0076,0.5026,0.4704,0.0322,355,624,665,670,629,639,697,649,571,1188,1310,1354,1282,220,-5080.0,1.064
C3,12,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4047,0.4409,0.4409,0.4409,0.0,0.4406,0.4379,0.4379,0.4379,270,300,42988,0.308,0.514,0.5185,0.485,0.4968,0.5074,0.5071,0.4925,0.5078,0.0066,0.0114,-0.0076,-0.011,0.6423,0.5308,0.1115,260,515,702,677,626,487,652,719,634,1030,1393,1355,1302,219,-4956.0,1.25
C3,13,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4427,0.4625,0.4625,0.4625,0.0,0.471,0.4716,0.4716,0.4716,270,300,41286,0.505,0.4832,0.5234,0.5067,0.4991,0.492,0.5096,0.4941,0.5184,-0.0087,0.0139,0.0126,-0.0193,0.4722,0.4906,-0.0183,212,519,670,647,587,555,610,630,589,1040,1330,1247,1266,213,-4729.0,1.476
C3,14,0.0,0.0,0.0,-0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4307,0.4406,0.4406,0.4406,0.0,0.4364,0.4364,0.4364,0.4364,270,300,36178,0.228,0.5079,0.5088,0.4792,0.497,0.4969,0.5036,0.4872,0.4991,0.011,0.0052,-0.0081,-0.0021,0.5638,0.5494,0.0144,415,614,638,655,658,595,616,712,666,1192,1274,1297,1321,241,-5202.0,0.362
C3,15,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4406,0.4575,0.4575,0.4575,0.0,0.4718,0.4712,0.4712,0.4712,270,300,39709,0.203,0.5108,0.5045,0.5123,0.5043,0.5028,0.5021,0.499,0.4986,0.008,0.0025,0.0133,0.0057,0.595,0.5455,0.0496,264,590,722,667,640,565,709,635,629,1166,1445,1297,1262,212,-4995.0,1.492
C3,16,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4158,0.4367,0.4367,0.4367,0.0,0.4372,0.4373,0.4373,0.4373,270,300,37958,0.084,0.5238,0.4902,0.4965,0.4906,0.5058,0.4898,0.5062,0.4897,0.018,0.0004,-0.0097,0.001,0.625,0.539,0.086,295,605,701,632,655,550,729,641,680,1182,1371,1307,1281,236,-5207.0,1.064
C3,17,0.0,0.0,0.0,-0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4399,0.4583,0.4583,0.4583,0.0,0.4576,0.4591,0.4591,0.4591,270,300,38927,0.462,0.4996,0.5004,0.4938,0.5153,0.4894,0.4912,0.4986,0.5066,0.0102,0.0091,-0.0049,0.0088,0.5059,0.5602,-0.0543,191,565,668,635,638,566,667,651,600,1084,1289,1279,1269,233,-4946.0,1.496
C3,18,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.4068,0.4365,0.4365,0.4365,0.0,0.4377,0.4389,0.4389,0.4389,270,300,44365,0.387,0.5231,0.517,0.5067,0.4923,0.5057,0.5063,0.5014,0.4969,0.0174,0.0107,0.0053,-0.0046,0.4556,0.5522,-0.0967,201,521,607,642,607,475,567,625,626,1019,1202,1274,1220,236,-4502.0,1.494
C3,19,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.3818,0.4082,0.4082,0.4082,0.0,0.415,0.4158,0.4158,0.4158,270,300,39828,0.074,0.5072,0.4749,0.5183,0.4826,0.4902,0.4835,0.5056,0.4996,0.017,-0.0086,0.0127,-0.017,0.4607,0.4793,-0.0186,169,567,624,636,637,551,690,591,683,1075,1228,1257,1316,253,-5081.0,1.066
C3,20,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.421,0.4408,0.4408,0.4408,0.0,0.4472,0.4472,0.4472,0.4472,270,300,39887,0.395,0.516,0.4923,0.5004,0.4888,0.4998,0.4906,0.5005,0.4894,0.0162,0.0017,-0.0002,-0.0005,0.5833,0.6107,-0.0273,244,564,642,692,635,529,662,691,664,1092,1254,1386,1245,248,-5105.0,1.478
C3C,1,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.2878,0.2901,0.2901,0.2901,0.0,0.3067,0.3067,0.3067,0.3067,270,300,35141,0.062,0.5042,0.4985,0.4876,0.4939,0.4973,0.4822,0.4937,0.5036,0.0069,0.0163,-0.0061,-0.0096,0.4646,0.5075,-0.0429,199,606,645,667,651,596,649,701,667,1189,1203,1336,1337,230,-5270.0,1.406
C3C,2,0.0,0.0,0.0,-0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.2888,0.2928,0.2928,0.2928,0.0,0.3125,0.3125,0.3125,0.3125,270,300,36832,0.073,0.5065,0.4903,0.5172,0.4867,0.5009,0.513,0.5009,0.4898,0.0056,-0.0227,0.0163,-0.0031,0.4046,0.4222,-0.0176,225,588,632,723,658,573,657,675,694,1163,1358,1403,1298,237,-5196.0,1.036
C3C,3,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.3236,0.3236,0.3236,0.3236,0.0,0.345,0.345,0.345,0.345,270,300,37693,0.051,0.5019,0.492,0.5048,0.5178,0.4974,0.5085,0.5184,0.5049,0.0044,-0.0165,-0.0136,0.0129,0.5253,0.5051,0.0202,198,542,644,685,683,538,665,672,636,1069,1352,1463,1343,216,-4979.0,1.02
C3C,4,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.238,0.238,0.238,0.238,0.0,0.2556,0.2556,0.2556,0.2556,270,300,39388,0.024,0.5174,0.5174,0.4873,0.508,0.5134,0.5092,0.4932,0.5004,0.004,0.0083,-0.0059,0.0076,0.5152,0.5308,-0.0157,211,566,624,653,665,528,582,687,644,1152,1253,1304,1309,227,-4815.0,1.488
C3C,5,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,1,3,0,0,0,0,0.0,0.3592,0.3629,0.3629,0.3629,0.0,0.3801,0.3801,0.3801,0.3801,270,300,31996,0.248,0.4685,0.5111,0.4925,0.5023,0.481,0.5126,0.4974,0.5028,-0.0126,-0.0015,-0.0049,-0.0006,0.4667,0.4862,-0.0195,290,609,644,623,665,691,616,642,659,1203,1327,1250,1339,239,-5283.0,1.468
C3C,6,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.2639,0.2651,0.2651,0.2651,0.0,0.2831,0.2831,0.2831,0.2831,270,300,32435,0.071,0.4799,0.4797,0.5012,0.4778,0.5039,0.4802,0.5129,0.4722,-0.024,-0.0005,-0.0117,0.0057,0.5038,0.5387,-0.0349,284,609,662,634,593,660,718,631,648,1287,1277,1330,1112,288,-5473.0,0.646
C3C,7,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.2973,0.2992,0.2992,0.2992,0.0,0.311,0.311,0.311,0.311,270,300,36074,0.181,0.4916,0.5016,0.4989,0.4843,0.4991,0.5052,0.4975,0.4838,-0.0075,-0.0037,0.0014,0.0005,0.5588,0.5167,0.0421,209,557,643,651,634,576,639,654,675,1129,1309,1292,1227,260,-5147.0,0.9
C3C,8,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.3306,0.3322,0.3322,0.3322,0.0,0.3574,0.3574,0.3574,0.3574,270,300,34715,0.046,0.5115,0.5049,0.5165,0.5065,0.5037,0.5086,0.4994,0.5054,0.0078,-0.0038,0.0171,0.0011,0.5032,0.4951,0.0081,305,622,674,688,625,594,661,644,609,1232,1382,1331,1259,234,-4915.0,1.468
C3C,9,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.2942,0.2951,0.2951,0.2951,0.0,0.3176,0.3176,0.3176,0.3176,270,300,33977,0.063,0.517,0.5103,0.482,0.4929,0.5082,0.503,0.4786,0.501,0.0088,0.0073,0.0034,-0.0081,0.525,0.5107,0.0143,327,653,670,671,622,610,643,721,640,1303,1331,1276,1267,223,-5226.0,0.126
C3C,10,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.3275,0.3337,0.3337,0.3337,0.0,0.3509,0.3509,0.3509,0.3509,270,300,37471,0.14,0.5317,0.5181,0.4913,0.5101,0.518,0.5072,0.4954,0.4864,0.0137,0.0109,-0.0041,0.0238,0.5,0.456,0.044,182,570,659,647,654,502,613,670,628,1152,1309,1291,1216,202,-4709.0,0.718
C3C,11,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.3319,0.3356,0.3356,0.3356,0.0,0.352,0.352,0.352,0.352,270,300,37196,0.108,0.524,0.4764,0.5286,0.5062,0.5072,0.4931,0.5254,0.5039,0.0168,-0.0167,0.0032,0.0024,0.5109,0.5427,-0.0318,199,590,645,657,650,536,709,586,634,1157,1317,1376,1304,227,-4853.0,1.496
C3C,12,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.2608,0.2607,0.2607,0.2607,0.0,0.2741,0.2741,0.2741,0.2741,270,300,38180,0.172,0.5098,0.5127,0.4833,0.4975,0.5172,0.5079,0.4866,0.5059,-0.0074,0.0048,-0.0034,-0.0084,0.4941,0.5503,-0.0561,189,545,685,650,604,524,651,695,610,1143,1381,1273,1243,236,-4956.0,0.648
C3C,13,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.2597,0.2619,0.2619,0.2619,0.0,0.2752,0.2752,0.2752,0.2752,270,300,35279,0.139,0.4816,0.5133,0.5216,0.5102,0.5042,0.5082,0.506,0.5086,-0.0227,0.0052,0.0156,0.0016,0.4867,0.5209,-0.0342,311,562,713,689,600,605,676,632,576,1187,1433,1355,1215,221,-4903.0,1.43
C3C,14,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.2527,0.2529,0.2529,0.2529,0.0,0.2674,0.2674,0.2674,0.2674,270,300,35302,0.036,0.5239,0.4825,0.4872,0.5067,0.5147,0.4794,0.5008,0.5092,0.0092,0.0031,-0.0135,-0.0025,0.5164,0.5204,-0.0039,442,658,676,630,678,598,725,663,660,1330,1292,1297,1386,209,-5296.0,1.494
C3C,15,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0,0,3,0,0,0,0,0.0,0.261,0.263,0.263,0.263,0.0,0.2725,0.2725,0.2725,0.2725,270,300,35679,0.152,0.5059,0.4835,0.5273,0.5257,0.4942,0.4888,0.5218,0.5162,0.0117,-0.0053,0.0055,0.0095,0.5917,0.5306,0.0612,360,598,630,677,715,584,673,607,645,1153,1246,1403,1449,235,-4907.0,0.604
