[14:12:31] F1 FRIO frio_serie_s35001-35020 · T 1000000 · brazos {'RES0_FRIO': ('MUT0', 'FAMB_RES0_ECO', 1), 'RES0_10k': ('MUT0', 'FAMB_RES0_ECO', 10000), 'RES0_60k': ('MUT0', 'FAMB_RES0_ECO', 60000), 'BAR0_FRIO': ('MUT0', 'BAR0_ECO', 1), 'FAB_FRIO': ('MUT0', 'FABRICA_ECO', 1)} · pool 6 · motor GEMELO motor_frio_rapido · shas {'corre_frio.py': '3ba8b0f5cf1fbbfa', 'construye_frio.py': '5dec635e6ffe55d4', 'motor_frio_rapido.py': 'ff9d890a5cce9dec', 'carros/BAR0_ECO.py': 'a4b899611bd71197', 'PREREGISTRO_frio.md': '43129620e9e22479', 'juaco_eco/corre_eco_v12.py': '1340d268e1fd93d8', 'juaco_eco/corre_eco.py': '47d9cee4d6462116', 'juaco_eco/motor_eco.py': 'bca3033878b59622', 'juaco_eco/motor_eco_rapido_fam.py': 'd1f16769a53bb51c', 'juaco_eco/carros/FAMB_RES0_ECO.py': '94ea78589bc2ce24', 'juaco_eco/carros/FABRICA_ECO.py': 'f1163009cb5193a2'}
[14:19:50] [75/100] BAR0_FRIO s35016: persiste 0 (vivos 0) · t_ext 112782 · refundados 0 · r0_nac 0.9144 · max_vivos 90 · aborto None (1.3 s; 439 s)
[14:19:50] [76/100] FAB_FRIO s35001: persiste 0 (vivos 0) · t_ext 6100 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.2 s; 439 s)
[14:19:50] [77/100] FAB_FRIO s35002: persiste 0 (vivos 0) · t_ext 3906 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 439 s)
[14:19:50] [78/100] FAB_FRIO s35003: persiste 0 (vivos 0) · t_ext 6159 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 439 s)
[14:19:50] [79/100] FAB_FRIO s35004: persiste 0 (vivos 0) · t_ext 8774 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.2 s; 439 s)
[14:19:50] [80/100] FAB_FRIO s35005: persiste 0 (vivos 0) · t_ext 3930 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 439 s)
[14:19:51] [81/100] FAB_FRIO s35006: persiste 0 (vivos 0) · t_ext 28808 · refundados 0 · r0_nac 0.25 · max_vivos 90 · aborto None (0.3 s; 440 s)
[14:19:51] [82/100] FAB_FRIO s35007: persiste 0 (vivos 0) · t_ext 7850 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 440 s)
[14:19:51] [83/100] FAB_FRIO s35008: persiste 0 (vivos 0) · t_ext 7194 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 440 s)
[14:19:51] [84/100] FAB_FRIO s35009: persiste 0 (vivos 0) · t_ext 5969 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 440 s)
[14:19:51] [85/100] FAB_FRIO s35010: persiste 0 (vivos 0) · t_ext 9233 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 440 s)
[14:19:51] [86/100] FAB_FRIO s35011: persiste 0 (vivos 0) · t_ext 4347 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 440 s)
[14:19:51] [87/100] FAB_FRIO s35012: persiste 0 (vivos 0) · t_ext 5183 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 441 s)
[14:19:52] [88/100] FAB_FRIO s35013: persiste 0 (vivos 0) · t_ext 3487 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 441 s)
[14:19:52] [89/100] BAR0_FRIO s35015: persiste 0 (vivos 0) · t_ext 374972 · refundados 0 · r0_nac 0.9866 · max_vivos 90 · aborto None (4.8 s; 441 s)
[14:19:52] [90/100] FAB_FRIO s35015: persiste 0 (vivos 0) · t_ext 4681 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 441 s)
[14:19:52] [91/100] FAB_FRIO s35014: persiste 0 (vivos 0) · t_ext 19721 · refundados 0 · r0_nac 0.0 · max_vivos 90 · aborto None (0.1 s; 441 s)
[14:19:52] [92/100] FAB_FRIO s35016: persiste 0 (vivos 0) · t_ext 3664 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 441 s)
[14:19:52] [93/100] FAB_FRIO s35017: persiste 0 (vivos 0) · t_ext 7220 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 441 s)
[14:19:52] [94/100] FAB_FRIO s35018: persiste 0 (vivos 0) · t_ext 4105 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.1 s; 441 s)
[14:19:52] [95/100] FAB_FRIO s35019: persiste 0 (vivos 0) · t_ext 6546 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.2 s; 441 s)
[14:19:52] [96/100] FAB_FRIO s35020: persiste 0 (vivos 0) · t_ext 9324 · refundados 0 · r0_nac None · max_vivos 90 · aborto None (0.2 s; 441 s)
[14:19:52] [97/100] BAR0_FRIO s35014: persiste 0 (vivos 0) · t_ext 415706 · refundados 0 · r0_nac 0.9975 · max_vivos 90 · aborto None (5.7 s; 441 s)
[14:19:53] [98/100] BAR0_FRIO s35020: persiste 0 (vivos 0) · t_ext 333432 · refundados 0 · r0_nac 0.9879 · max_vivos 90 · aborto None (3.6 s; 442 s)
[14:19:54] [99/100] BAR0_FRIO s35002: persiste 1 (vivos 8) · t_ext None · refundados 0 · r0_nac 1.0004 · max_vivos 90 · aborto None (12.8 s; 443 s)
[14:19:54] [100/100] BAR0_FRIO s35017: persiste 0 (vivos 0) · t_ext 481424 · refundados 0 · r0_nac 0.9952 · max_vivos 90 · aborto None (5.3 s; 443 s)
semillas por brazo: {'RES0_FRIO': 20, 'RES0_10k': 20, 'RES0_60k': 20, 'BAR0_FRIO': 20, 'FAB_FRIO': 20}; persiste en T = 1000000: {'RES0_FRIO': 20, 'RES0_10k': 20, 'RES0_60k': 20, 'BAR0_FRIO': 1, 'FAB_FRIO': 0}; guardia ERR-60 disparada (cuenta como persiste): {'RES0_FRIO': 0, 'RES0_10k': 0, 'RES0_60k': 0, 'BAR0_FRIO': 0, 'FAB_FRIO': 0}
abortos que no son la guardia: []; t_corte distinto del brazo: []; bloqueados: 0
R0 de NACIDOS (fund = 0) en [10000, T - 20000], mediana sobre las semillas (cohorte vacia = 0): {'RES0_FRIO': 1.0001, 'RES0_10k': 0.9958, 'RES0_60k': 0.9769, 'BAR0_FRIO': 0.9709, 'FAB_FRIO': 0.0}
descriptivo: cuerpos vivos en T en los que persisten (mediana) {'RES0_FRIO': 30.5, 'RES0_10k': 30.5, 'RES0_60k': 30.5, 'BAR0_FRIO': 8.0, 'FAB_FRIO': None}; t_ext (mediana de los que se extinguen) {'RES0_FRIO': None, 'RES0_10k': None, 'RES0_60k': None, 'BAR0_FRIO': 129422.0, 'FAB_FRIO': 6129.5}
descriptivo, DOSIS de vivero (RES0): t_corte 1 -> 20/20 · 10 000 -> 20/20 · 60 000 -> 20/20
V1 ancla RES0_60k >= 17/20: SE CUMPLE (20) · V2 frio limpio (0 refundados, 0 fundadores repuestos en los 3 brazos FRIO): SE CUMPLE []
P1 RES0_FRIO >= 15/20: SE CUMPLE (20) · P2 mediana R0 nacidos >= 0.90: SE CUMPLE (1.0001) · P3 FAB_FRIO <= 2/20: SE CUMPLE (0) · P4 BAR0_FRIO <= 5/20: SE CUMPLE (1) · M (MODESTO): RES0_FRIO >= 8, RES0 - BAR0 >= 6 (19), RES0 - FAB >= 6 (20): SE CUMPLE
VEREDICTO F1 POR LA LETRA (una serie; el del bloque exige serie + replica con el mismo veredicto): FUNCIONA: EL LINAJE ARRANCA EN FRIO CON LA TABLA DE LA FAMILIA (en esta serie)
[14:19:55] VEREDICTO: FUNCIONA: EL LINAJE ARRANCA EN FRIO CON LA TABLA DE LA FAMILIA (en esta serie)
