brazo,mod,bloque,solap_AB,lam,piso,seed,n1,n3,nB,nB3,wB_ext,wB_pre,wB_post,W_A,W_B,Wp_B,Wn_B,techo_B,splits,celdas,deaths
exp2,v7g,B,2,0.05,0.0,13,40,,428,0,,0.9999999940462091,0.9999999940462091,-3.0,1.0,1.0,0.0,0,10,40,351
exp2,v7g,B,2,0.05,0.0,14,43,,413,0,,0.9999999871799636,0.9999999871799636,-3.0,1.0,1.0,0.0,0,10,40,374
exp2,v7g,B,2,0.05,0.0,15,44,,417,0,,0.9999998800838034,0.9999998800838034,-3.0,1.0,1.0,0.0,0,10,40,400
exp2,v7g,B,2,0.05,0.0,16,38,,82,0,,-4.310625502257373,-4.310625502257373,-3.0,-4.31,0.02,4.33,0,8,38,591
exp2,v7g,B,2,0.05,0.0,17,42,,375,0,,0.9999999683007308,0.9999999683007308,-3.0,1.0,1.13,0.13,0,9,39,393
exp2,v7g,B,2,0.05,0.0,18,44,,91,0,,-4.0766334314633115,-4.0766334314633115,-3.0,-4.08,0.02,4.1,0,8,38,598
exp2,v7g,B,2,0.05,0.0,19,43,,91,0,,-4.0748082603735405,-4.0748082603735405,-3.0,-4.07,0.03,4.1,0,8,38,598
exp2,v7g,B,2,0.05,0.0,20,43,,398,0,,0.9999997286287694,0.9999997286287694,-3.0,1.0,1.0,0.0,0,8,38,400
piso_025,v7g,B,0,1.0,0.25,1,19,,355,0,,0.999999186903076,0.999999186903076,-3.0,1.0,1.75,0.75,0,5,35,402
piso_025,v7g,B,0,1.0,0.25,2,19,,334,0,,0.9999991010454714,0.9999991010454714,-3.0,1.0,1.77,0.77,0,6,36,392
piso_025,v7g,B,0,1.0,0.25,3,19,,371,0,,0.9999999136941471,0.9999999136941471,-3.0,1.0,1.79,0.79,0,4,34,362
piso_025,v7g,B,0,1.0,0.25,4,19,,419,0,,0.9999999824210032,0.9999999824210032,-3.0,1.0,1.75,0.75,0,3,33,370
piso_025,v7g,B,0,1.0,0.25,5,19,,366,0,,0.9999994746768615,0.9999994746768615,-3.0,1.0,1.75,0.75,0,3,33,396
piso_025,v7g,B,0,1.0,0.25,6,19,,412,0,,0.9971698298116166,0.9904732979215682,-3.0,1.0,1.88,0.88,0,5,35,358
piso_025,v7g,B,0,1.0,0.25,7,19,,379,0,,0.9999999948472715,0.9999999948472715,-3.0,1.0,1.75,0.75,0,3,33,369
piso_025,v7g,B,0,1.0,0.25,8,19,,379,0,,0.9999997695113743,0.9999997695113743,-3.0,1.0,1.75,0.75,0,6,36,374
piso_025,v7g,B,0,1.0,0.25,9,19,,407,0,,0.9999999989612867,0.9999999989612867,-3.0,1.0,1.75,0.75,0,3,33,388
piso_025,v7g,B,0,1.0,0.25,10,19,,405,0,,0.9999999777579991,0.9999999777579991,-3.0,1.0,1.75,0.75,0,5,35,376
piso_025,v7g,B,0,1.0,0.25,11,19,,379,0,,0.9999999659451159,0.9999999659451159,-3.0,1.0,1.75,0.75,0,3,33,383
piso_025,v7g,B,0,1.0,0.25,12,19,,417,0,,0.9999999996316511,0.9999999996316511,-3.0,1.0,1.75,0.75,0,3,33,369
piso_025,v7g,B,0,1.0,0.25,13,19,,396,0,,0.9999999975501979,0.9999999975501979,-3.0,1.0,1.75,0.75,0,5,35,369
piso_025,v7g,B,0,1.0,0.25,14,19,,362,0,,0.999999267931786,0.999999267931786,-3.0,1.0,1.75,0.75,0,5,35,395
piso_025,v7g,B,0,1.0,0.25,15,19,,364,0,,0.9999999039748193,0.9999999039748193,-3.0,1.0,1.75,0.75,0,3,33,399
piso_025,v7g,B,0,1.0,0.25,16,19,,406,0,,0.9999999998194238,0.9999999998194238,-3.0,1.0,1.78,0.78,0,4,34,356
piso_025,v7g,B,0,1.0,0.25,17,19,,338,0,,0.9999998808899557,0.9999998808899557,-3.0,1.0,1.75,0.75,0,5,35,375
piso_025,v7g,B,0,1.0,0.25,18,19,,388,0,,0.9999998332841687,0.9999998332841687,-3.0,1.0,1.75,0.75,0,5,35,395
piso_025,v7g,B,0,1.0,0.25,19,19,,440,0,,0.9996309603557327,0.9860565603551872,-3.0,1.0,2.09,1.09,0,5,35,362
piso_025,v7g,B,0,1.0,0.25,20,19,,392,0,,0.9999999806368377,0.9999999806368377,-3.0,1.0,1.75,0.75,0,3,33,396
piso_025,v7g,B,1,1.0,0.25,1,24,,365,0,,0.9999998049845569,0.9999998049845569,-3.0,1.0,1.75,0.75,0,6,36,405
piso_025,v7g,B,1,1.0,0.25,2,24,,329,0,,0.9999972617500317,0.9999972617500317,-3.0,1.0,1.75,0.75,0,6,36,445
piso_025,v7g,B,1,1.0,0.25,3,57,,321,0,,0.998726573482493,0.998726573482493,-3.0,1.0,1.75,0.75,0,11,41,441
piso_025,v7g,B,1,1.0,0.25,4,50,,225,0,,-3.154115690412833,-2.9504931751092536,-2.95,0.99,1.85,0.86,0,6,36,508
piso_025,v7g,B,1,1.0,0.25,5,23,,424,0,,0.9999999945276691,0.9999999945276691,-3.0,1.0,1.75,0.75,0,6,36,372
piso_025,v7g,B,1,1.0,0.25,6,24,,62,0,,-4.301125146390384,-4.306565565306483,-3.0,-4.31,0.25,4.56,0,0,30,574
piso_025,v7g,B,1,1.0,0.25,7,25,,58,0,,-4.183011574882297,-4.063898641227953,-3.0,-4.06,0.5,4.56,0,1,31,566
piso_025,v7g,B,1,1.0,0.25,8,63,,271,0,,0.9564025910037948,0.9564025910037948,-3.0,1.0,1.75,0.75,0,11,41,469
piso_025,v7g,B,1,1.0,0.25,9,43,,444,0,,0.9990185231472597,0.9919287424913228,-3.0,1.0,1.9,0.9,0,6,36,392
piso_025,v7g,B,1,1.0,0.25,10,47,,412,0,,0.9979934794057704,0.9852921861583406,-3.0,1.0,1.89,0.89,0,7,37,389
piso_025,v7g,B,1,1.0,0.25,11,47,,464,0,,0.9986963446607506,0.9935927521019631,-3.0,1.0,2.3,1.3,0,6,36,346
piso_025,v7g,B,1,1.0,0.25,12,25,,405,0,,0.9999999774655166,0.9999999774655166,-3.0,1.0,1.75,0.75,0,7,37,405
piso_025,v7g,B,1,1.0,0.25,13,24,,394,0,,0.999999981032744,0.999999981032744,-3.0,1.0,1.75,0.75,0,7,37,379
piso_025,v7g,B,1,1.0,0.25,14,24,,413,0,,0.9999999773018433,0.9999999773018433,-3.0,1.0,1.75,0.75,0,7,37,363
piso_025,v7g,B,1,1.0,0.25,15,25,,397,0,,0.9999999198935967,0.9999999198935967,-3.0,1.0,1.75,0.75,0,8,38,380
piso_025,v7g,B,1,1.0,0.25,16,24,,243,0,,0.9959153082936893,0.9959153082936893,-3.0,1.0,1.75,0.75,0,6,36,465
piso_025,v7g,B,1,1.0,0.25,17,24,,405,0,,0.9999999956973323,0.9999999956973323,-3.0,1.0,1.75,0.75,0,6,36,381
piso_025,v7g,B,1,1.0,0.25,18,51,,193,0,,-4.191816735838049,-4.122589933947882,-2.8,1.0,1.75,0.75,0,8,38,505
piso_025,v7g,B,1,1.0,0.25,19,24,,67,0,,-4.305260071292238,-4.314098065863466,-3.0,-4.31,0.25,4.56,0,0,30,567
piso_025,v7g,B,1,1.0,0.25,20,59,,112,0,,-4.032751818329198,-3.868500046674211,-3.75,-3.87,0.8,4.67,0,5,35,578
piso_025,v7g,B,2,1.0,0.25,1,41,,404,0,,0.9999999718033055,0.9999999718033055,-3.0,1.0,1.75,0.75,0,9,39,391
piso_025,v7g,B,2,1.0,0.25,2,41,,90,0,,-4.077621983824594,-4.077621983824594,-3.0,-3.62,1.21,4.83,0,8,38,591
piso_025,v7g,B,2,1.0,0.25,3,43,,369,0,,0.9999996727545368,0.9999996727545368,-3.0,1.0,1.75,0.75,0,11,41,402
piso_025,v7g,B,2,1.0,0.25,4,42,,392,0,,0.9999999039226812,0.9999999039226812,-3.0,1.0,1.75,0.75,0,11,41,388
piso_025,v7g,B,2,1.0,0.25,5,42,,365,0,,0.9999996104447797,0.9999996104447797,-3.0,1.0,1.75,0.75,0,9,39,390
piso_025,v7g,B,2,1.0,0.25,6,44,,356,0,,0.9999842417620194,0.9999842417620194,-3.0,1.0,1.75,0.75,0,11,41,391
piso_025,v7g,B,2,1.0,0.25,7,42,,92,0,,-4.023553242280178,-4.023553242280178,-3.0,-4.02,0.75,4.77,0,8,38,607
piso_025,v7g,B,2,1.0,0.25,8,38,,428,0,,0.9999999867349845,0.9999999867349845,-3.0,1.0,1.75,0.75,0,9,39,358
piso_025,v7g,B,2,1.0,0.25,9,40,,430,0,,0.9999999980445223,0.9999999980445223,-3.0,1.0,1.75,0.75,0,9,39,354
piso_025,v7g,B,2,1.0,0.25,10,43,,481,0,,0.9999999997446181,0.9999999997446181,-3.0,1.0,1.75,0.75,0,10,40,374
piso_025,v7g,B,2,1.0,0.25,11,40,,334,0,,0.9999629916826973,0.9999629916826973,-3.0,1.0,1.75,0.75,0,11,41,425
piso_025,v7g,B,2,1.0,0.25,12,52,,343,0,,0.9958129265852064,0.9641459555024742,-3.0,1.0,1.8,0.8,0,9,39,415
piso_025,v7g,B,2,1.0,0.25,13,40,,428,0,,0.999999994046209,0.999999994046209,-3.0,1.0,1.75,0.75,0,10,40,351
piso_025,v7g,B,2,1.0,0.25,14,43,,413,0,,0.9999999871799639,0.9999999871799639,-3.0,1.0,1.75,0.75,0,10,40,374
piso_025,v7g,B,2,1.0,0.25,15,44,,417,0,,0.9999998800838039,0.9999998800838039,-3.0,1.0,1.75,0.75,0,10,40,400
piso_025,v7g,B,2,1.0,0.25,16,38,,82,0,,-4.310625502257375,-4.310625502257375,-3.0,-4.31,0.75,5.06,0,8,38,591
piso_025,v7g,B,2,1.0,0.25,17,42,,375,0,,0.999999968300731,0.999999968300731,-3.0,1.0,1.88,0.88,0,9,39,393
piso_025,v7g,B,2,1.0,0.25,18,44,,91,0,,-4.0766334314633115,-4.0766334314633115,-3.0,-4.08,0.75,4.83,0,8,38,598
piso_025,v7g,B,2,1.0,0.25,19,43,,91,0,,-4.0748082603735405,-4.0748082603735405,-3.0,-4.07,0.75,4.82,0,8,38,598
piso_025,v7g,B,2,1.0,0.25,20,43,,398,0,,0.999999728628769,0.999999728628769,-3.0,1.0,1.75,0.75,0,8,38,400
piso_050,v7g,B,0,1.0,0.5,1,19,,355,0,,0.9999991869030759,0.9999991869030759,-3.0,1.0,2.5,1.5,0,5,35,402
piso_050,v7g,B,0,1.0,0.5,2,19,,334,0,,0.9999991010454714,0.9999991010454714,-3.0,1.0,2.52,1.52,0,6,36,392
piso_050,v7g,B,0,1.0,0.5,3,19,,371,0,,0.9999999136941469,0.9999999136941469,-3.0,1.0,2.54,1.54,0,4,34,362
piso_050,v7g,B,0,1.0,0.5,4,19,,419,0,,0.9999999824210032,0.9999999824210032,-3.0,1.0,2.5,1.5,0,3,33,370
piso_050,v7g,B,0,1.0,0.5,5,19,,366,0,,0.9999994746768615,0.9999994746768615,-3.0,1.0,2.5,1.5,0,3,33,396
piso_050,v7g,B,0,1.0,0.5,6,19,,412,0,,0.9971698298116163,0.990473297921568,-3.0,1.0,2.63,1.63,0,5,35,358
piso_050,v7g,B,0,1.0,0.5,7,19,,379,0,,0.9999999948472715,0.9999999948472715,-3.0,1.0,2.5,1.5,0,3,33,369
piso_050,v7g,B,0,1.0,0.5,8,19,,379,0,,0.9999997695113743,0.9999997695113743,-3.0,1.0,2.5,1.5,0,6,36,374
piso_050,v7g,B,0,1.0,0.5,9,19,,407,0,,0.9999999989612867,0.9999999989612867,-3.0,1.0,2.5,1.5,0,3,33,388
piso_050,v7g,B,0,1.0,0.5,10,19,,405,0,,0.9999999777579993,0.9999999777579993,-3.0,1.0,2.5,1.5,0,5,35,376
piso_050,v7g,B,0,1.0,0.5,11,19,,379,0,,0.9999999659451159,0.9999999659451159,-3.0,1.0,2.5,1.5,0,3,33,383
piso_050,v7g,B,0,1.0,0.5,12,19,,417,0,,0.9999999996316511,0.9999999996316511,-3.0,1.0,2.5,1.5,0,3,33,369
piso_050,v7g,B,0,1.0,0.5,13,19,,396,0,,0.9999999975501981,0.9999999975501981,-3.0,1.0,2.5,1.5,0,5,35,369
piso_050,v7g,B,0,1.0,0.5,14,19,,362,0,,0.9999992679317857,0.9999992679317857,-3.0,1.0,2.5,1.5,0,5,35,395
piso_050,v7g,B,0,1.0,0.5,15,19,,364,0,,0.9999999039748193,0.9999999039748193,-3.0,1.0,2.5,1.5,0,3,33,399
piso_050,v7g,B,0,1.0,0.5,16,19,,406,0,,0.9999999998194242,0.9999999998194242,-3.0,1.0,2.53,1.53,0,4,34,356
piso_050,v7g,B,0,1.0,0.5,17,19,,338,0,,0.9999998808899557,0.9999998808899557,-3.0,1.0,2.5,1.5,0,5,35,375
piso_050,v7g,B,0,1.0,0.5,18,19,,388,0,,0.9999998332841686,0.9999998332841686,-3.0,1.0,2.5,1.5,0,5,35,395
piso_050,v7g,B,0,1.0,0.5,19,19,,440,0,,0.9996309603557325,0.9860565603551872,-3.0,1.0,2.84,1.84,0,5,35,362
piso_050,v7g,B,0,1.0,0.5,20,19,,392,0,,0.9999999806368377,0.9999999806368377,-3.0,1.0,2.5,1.5,0,3,33,396
piso_050,v7g,B,1,1.0,0.5,1,24,,365,0,,0.9999998049845571,0.9999998049845571,-3.0,1.0,2.5,1.5,0,6,36,405
piso_050,v7g,B,1,1.0,0.5,2,24,,329,0,,0.9999972617500317,0.9999972617500317,-3.0,1.0,2.5,1.5,0,6,36,445
piso_050,v7g,B,1,1.0,0.5,3,57,,321,0,,0.9987265734824929,0.9987265734824929,-3.0,1.0,2.5,1.5,0,11,41,441
piso_050,v7g,B,1,1.0,0.5,4,50,,225,0,,-3.1541156904128336,-2.950493175109254,-2.95,0.99,2.6,1.61,0,6,36,508
piso_050,v7g,B,1,1.0,0.5,5,23,,424,0,,0.999999994527669,0.999999994527669,-3.0,1.0,2.5,1.5,0,6,36,372
piso_050,v7g,B,1,1.0,0.5,6,24,,62,0,,-4.301125146390383,-4.3065655653064825,-3.0,-4.31,0.5,4.81,0,0,30,574
piso_050,v7g,B,1,1.0,0.5,7,25,,58,0,,-4.183011574882297,-4.0638986412279525,-3.0,-4.06,1.0,5.06,0,1,31,566
piso_050,v7g,B,1,1.0,0.5,8,63,,271,0,,0.9564025910037948,0.9564025910037948,-3.0,1.0,2.5,1.5,0,11,41,469
piso_050,v7g,B,1,1.0,0.5,9,43,,444,0,,0.9990185231472594,0.9919287424913228,-3.0,1.0,2.65,1.65,0,6,36,392
piso_050,v7g,B,1,1.0,0.5,10,47,,412,0,,0.9979934794057701,0.9852921861583401,-3.0,1.0,2.64,1.64,0,7,37,389
piso_050,v7g,B,1,1.0,0.5,11,47,,464,0,,0.9986963446607509,0.9935927521019638,-3.0,1.0,3.05,2.05,0,6,36,346
piso_050,v7g,B,1,1.0,0.5,12,25,,405,0,,0.9999999774655168,0.9999999774655168,-3.0,1.0,2.5,1.5,0,7,37,405
piso_050,v7g,B,1,1.0,0.5,13,24,,394,0,,0.999999981032744,0.999999981032744,-3.0,1.0,2.5,1.5,0,7,37,379
piso_050,v7g,B,1,1.0,0.5,14,24,,413,0,,0.9999999773018433,0.9999999773018433,-3.0,1.0,2.5,1.5,0,7,37,363
piso_050,v7g,B,1,1.0,0.5,15,25,,397,0,,0.9999999198935969,0.9999999198935969,-3.0,1.0,2.5,1.5,0,8,38,380
piso_050,v7g,B,1,1.0,0.5,16,24,,243,0,,0.9959153082936893,0.9959153082936893,-3.0,1.0,2.5,1.5,0,6,36,465
piso_050,v7g,B,1,1.0,0.5,17,24,,405,0,,0.9999999956973322,0.9999999956973322,-3.0,1.0,2.5,1.5,0,6,36,381
piso_050,v7g,B,1,1.0,0.5,18,51,,193,0,,-4.191816735838049,-4.122589933947882,-2.8,1.0,2.5,1.5,0,8,38,505
piso_050,v7g,B,1,1.0,0.5,19,24,,67,0,,-4.305260071292238,-4.314098065863465,-3.0,-4.31,0.5,4.81,0,0,30,567
piso_050,v7g,B,1,1.0,0.5,20,59,,112,0,,-4.032751818329198,-3.868500046674211,-3.75,-3.87,1.55,5.42,0,5,35,578
piso_050,v7g,B,2,1.0,0.5,1,41,,404,0,,0.9999999718033052,0.9999999718033052,-3.0,1.0,2.5,1.5,0,9,39,391
piso_050,v7g,B,2,1.0,0.5,2,41,,90,0,,-4.077621983824594,-4.077621983824594,-3.0,-3.62,1.96,5.58,0,8,38,591
piso_050,v7g,B,2,1.0,0.5,3,43,,369,0,,0.9999996727545366,0.9999996727545366,-3.0,1.0,2.5,1.5,0,11,41,402
piso_050,v7g,B,2,1.0,0.5,4,42,,392,0,,0.999999903922681,0.999999903922681,-3.0,1.0,2.5,1.5,0,11,41,388
piso_050,v7g,B,2,1.0,0.5,5,42,,365,0,,0.9999996104447797,0.9999996104447797,-3.0,1.0,2.5,1.5,0,9,39,390
piso_050,v7g,B,2,1.0,0.5,6,44,,356,0,,0.9999842417620193,0.9999842417620193,-3.0,1.0,2.5,1.5,0,11,41,391
piso_050,v7g,B,2,1.0,0.5,7,42,,92,0,,-4.023553242280178,-4.023553242280178,-3.0,-4.02,1.5,5.52,0,8,38,607
piso_050,v7g,B,2,1.0,0.5,8,38,,428,0,,0.9999999867349842,0.9999999867349842,-3.0,1.0,2.5,1.5,0,9,39,358
piso_050,v7g,B,2,1.0,0.5,9,40,,430,0,,0.999999998044522,0.999999998044522,-3.0,1.0,2.5,1.5,0,9,39,354
piso_050,v7g,B,2,1.0,0.5,10,43,,481,0,,0.9999999997446183,0.9999999997446183,-3.0,1.0,2.5,1.5,0,10,40,374
piso_050,v7g,B,2,1.0,0.5,11,40,,334,0,,0.9999629916826972,0.9999629916826972,-3.0,1.0,2.5,1.5,0,11,41,425
piso_050,v7g,B,2,1.0,0.5,12,52,,343,0,,0.9958129265852067,0.9641459555024745,-3.0,1.0,2.55,1.55,0,9,39,415
piso_050,v7g,B,2,1.0,0.5,13,40,,428,0,,0.9999999940462092,0.9999999940462092,-3.0,1.0,2.5,1.5,0,10,40,351
piso_050,v7g,B,2,1.0,0.5,14,43,,413,0,,0.9999999871799636,0.9999999871799636,-3.0,1.0,2.5,1.5,0,10,40,374
piso_050,v7g,B,2,1.0,0.5,15,44,,417,0,,0.9999998800838039,0.9999998800838039,-3.0,1.0,2.5,1.5,0,10,40,400
piso_050,v7g,B,2,1.0,0.5,16,38,,82,0,,-4.310625502257376,-4.310625502257376,-3.0,-4.31,1.5,5.81,0,8,38,591
piso_050,v7g,B,2,1.0,0.5,17,42,,375,0,,0.9999999683007317,0.9999999683007317,-3.0,1.0,2.63,1.63,0,9,39,393
piso_050,v7g,B,2,1.0,0.5,18,44,,91,0,,-4.0766334314633115,-4.0766334314633115,-3.0,-4.08,1.5,5.58,0,8,38,598
piso_050,v7g,B,2,1.0,0.5,19,43,,91,0,,-4.0748082603735405,-4.0748082603735405,-3.0,-4.07,1.5,5.57,0,8,38,598
piso_050,v7g,B,2,1.0,0.5,20,43,,398,0,,0.999999728628769,0.999999728628769,-3.0,1.0,2.5,1.5,0,8,38,400
piso_100,v7g,B,0,1.0,1.0,1,19,,355,0,,0.9999991869030749,0.9999991869030749,-3.0,1.0,3.99,2.99,0,5,35,402
piso_100,v7g,B,0,1.0,1.0,2,19,,334,0,,0.9999991010454716,0.9999991010454716,-3.0,1.0,4.01,3.01,0,6,36,392
piso_100,v7g,B,0,1.0,1.0,3,19,,371,0,,0.9999999136941466,0.9999999136941466,-3.0,1.0,4.03,3.03,0,4,34,362
piso_100,v7g,B,0,1.0,1.0,4,19,,419,0,,0.9999999824210029,0.9999999824210029,-3.0,1.0,3.99,2.99,0,3,33,370
piso_100,v7g,B,0,1.0,1.0,5,19,,366,0,,0.9999994746768611,0.9999994746768611,-3.0,1.0,3.99,2.99,0,3,33,396
piso_100,v7g,B,0,1.0,1.0,6,19,,412,0,,0.9971698298116163,0.9904732979215685,-3.0,1.0,4.12,3.12,0,5,35,358
piso_100,v7g,B,0,1.0,1.0,7,19,,379,0,,0.9999999948472712,0.9999999948472712,-3.0,1.0,3.98,2.98,0,3,33,369
piso_100,v7g,B,0,1.0,1.0,8,19,,379,0,,0.9999997695113738,0.9999997695113738,-3.0,1.0,4.0,3.0,0,6,36,374
piso_100,v7g,B,0,1.0,1.0,9,19,,407,0,,0.9999999989612867,0.9999999989612867,-3.0,1.0,3.99,2.99,0,3,33,388
piso_100,v7g,B,0,1.0,1.0,10,19,,405,0,,0.9999999777579995,0.9999999777579995,-3.0,1.0,3.99,2.99,0,5,35,376
piso_100,v7g,B,0,1.0,1.0,11,19,,379,0,,0.9999999659451159,0.9999999659451159,-3.0,1.0,3.99,2.99,0,3,33,383
piso_100,v7g,B,0,1.0,1.0,12,19,,417,0,,0.9999999996316508,0.9999999996316508,-3.0,1.0,3.99,2.99,0,3,33,369
piso_100,v7g,B,0,1.0,1.0,13,19,,396,0,,0.9999999975501983,0.9999999975501983,-3.0,1.0,3.99,2.99,0,5,35,369
piso_100,v7g,B,0,1.0,1.0,14,19,,362,0,,0.9999992679317857,0.9999992679317857,-3.0,1.0,3.99,2.99,0,5,35,395
piso_100,v7g,B,0,1.0,1.0,15,19,,364,0,,0.9999999039748196,0.9999999039748196,-3.0,1.0,3.99,2.99,0,3,33,399
piso_100,v7g,B,0,1.0,1.0,16,19,,406,0,,0.999999999819424,0.999999999819424,-3.0,1.0,4.03,3.03,0,4,34,356
piso_100,v7g,B,0,1.0,1.0,17,19,,338,0,,0.9999998808899557,0.9999998808899557,-3.0,1.0,3.99,2.99,0,5,35,375
piso_100,v7g,B,0,1.0,1.0,18,19,,388,0,,0.9999998332841677,0.9999998332841677,-3.0,1.0,3.99,2.99,0,5,35,395
piso_100,v7g,B,0,1.0,1.0,19,19,,440,0,,0.9996309603557325,0.9860565603551874,-3.0,1.0,4.34,3.34,0,5,35,362
piso_100,v7g,B,0,1.0,1.0,20,19,,392,0,,0.9999999806368377,0.9999999806368377,-3.0,1.0,4.0,3.0,0,3,33,396
piso_100,v7g,B,1,1.0,1.0,1,24,,365,0,,0.9999998049845573,0.9999998049845573,-3.0,1.0,4.0,3.0,0,6,36,405
piso_100,v7g,B,1,1.0,1.0,2,24,,329,0,,0.9999972617500308,0.9999972617500308,-3.0,1.0,4.0,3.0,0,6,36,445
piso_100,v7g,B,1,1.0,1.0,3,57,,321,0,,0.998726573482493,0.998726573482493,-3.0,1.0,4.0,3.0,0,11,41,441
piso_100,v7g,B,1,1.0,1.0,4,50,,225,0,,-3.1541156904128345,-2.950493175109254,-2.95,0.99,4.1,3.11,0,6,36,508
piso_100,v7g,B,1,1.0,1.0,5,23,,424,0,,0.999999994527669,0.999999994527669,-3.0,1.0,4.0,3.0,0,6,36,372
piso_100,v7g,B,1,1.0,1.0,6,24,,62,0,,-4.301125146390384,-4.306565565306483,-3.0,-4.31,0.75,5.05,0,0,30,574
piso_100,v7g,B,1,1.0,1.0,7,25,,58,0,,-4.183011574882297,-4.0638986412279525,-3.0,-4.06,1.87,5.93,0,1,31,566
piso_100,v7g,B,1,1.0,1.0,8,63,,271,0,,0.9564025910037948,0.9564025910037948,-3.0,1.0,4.0,3.0,0,11,41,469
piso_100,v7g,B,1,1.0,1.0,9,43,,444,0,,0.999018523147259,0.9919287424913212,-3.0,1.0,4.15,3.15,0,6,36,392
piso_100,v7g,B,1,1.0,1.0,10,47,,412,0,,0.9979934794057701,0.9852921861583401,-3.0,1.0,4.14,3.14,0,7,37,389
piso_100,v7g,B,1,1.0,1.0,11,47,,464,0,,0.9986963446607509,0.9935927521019641,-3.0,1.0,4.55,3.55,0,6,36,346
piso_100,v7g,B,1,1.0,1.0,12,25,,405,0,,0.9999999774655166,0.9999999774655166,-3.0,1.0,4.0,3.0,0,7,37,405
piso_100,v7g,B,1,1.0,1.0,13,24,,394,0,,0.9999999810327438,0.9999999810327438,-3.0,1.0,4.0,3.0,0,7,37,379
piso_100,v7g,B,1,1.0,1.0,14,24,,413,0,,0.9999999773018435,0.9999999773018435,-3.0,1.0,4.0,3.0,0,7,37,363
piso_100,v7g,B,1,1.0,1.0,15,25,,397,0,,0.9999999198935974,0.9999999198935974,-3.0,1.0,4.0,3.0,0,8,38,380
piso_100,v7g,B,1,1.0,1.0,16,24,,243,0,,0.9959153082936882,0.9959153082936882,-3.0,1.0,4.0,3.0,0,6,36,465
piso_100,v7g,B,1,1.0,1.0,17,24,,405,0,,0.9999999956973316,0.9999999956973316,-3.0,1.0,4.0,3.0,0,6,36,381
piso_100,v7g,B,1,1.0,1.0,18,51,,193,0,,-4.1918167358380485,-4.122589933947881,-2.8,1.0,4.0,3.0,0,8,38,505
piso_100,v7g,B,1,1.0,1.0,19,24,,67,0,,-4.305260071292238,-4.314098065863465,-3.0,-4.31,0.75,5.06,0,0,30,567
piso_100,v7g,B,1,1.0,1.0,20,59,,112,0,,-4.032751818329198,-3.868500046674211,-3.75,-3.87,3.05,6.92,0,5,35,578
piso_100,v7g,B,2,1.0,1.0,1,41,,404,0,,0.9999999718033055,0.9999999718033055,-3.0,1.0,4.0,3.0,0,9,39,391
piso_100,v7g,B,2,1.0,1.0,2,41,,90,0,,-4.077621983824596,-4.077621983824596,-3.0,-3.62,3.46,7.08,0,8,38,591
piso_100,v7g,B,2,1.0,1.0,3,43,,369,0,,0.9999996727545368,0.9999996727545368,-3.0,1.0,4.0,3.0,0,11,41,402
piso_100,v7g,B,2,1.0,1.0,4,42,,392,0,,0.9999999039226819,0.9999999039226819,-3.0,1.0,4.0,3.0,0,11,41,388
piso_100,v7g,B,2,1.0,1.0,5,42,,365,0,,0.9999996104447808,0.9999996104447808,-3.0,1.0,4.0,3.0,0,9,39,390
piso_100,v7g,B,2,1.0,1.0,6,44,,356,0,,0.9999842417620197,0.9999842417620197,-3.0,1.0,4.0,3.0,0,11,41,391
piso_100,v7g,B,2,1.0,1.0,7,42,,92,0,,-4.023553242280179,-4.023553242280179,-3.0,-4.02,2.87,6.9,0,8,38,607
piso_100,v7g,B,2,1.0,1.0,8,38,,428,0,,0.999999986734984,0.999999986734984,-3.0,1.0,4.0,3.0,0,9,39,358
piso_100,v7g,B,2,1.0,1.0,9,40,,430,0,,0.999999998044522,0.999999998044522,-3.0,1.0,4.0,3.0,0,9,39,354
piso_100,v7g,B,2,1.0,1.0,10,43,,481,0,,0.9999999997446192,0.9999999997446192,-3.0,1.0,4.0,3.0,0,10,40,374
piso_100,v7g,B,2,1.0,1.0,11,40,,334,0,,0.9999629916826975,0.9999629916826975,-3.0,1.0,4.0,3.0,0,11,41,425
piso_100,v7g,B,2,1.0,1.0,12,52,,343,0,,0.9958129265852067,0.9641459555024745,-3.0,1.0,4.05,3.05,0,9,39,415
piso_100,v7g,B,2,1.0,1.0,13,40,,428,0,,0.9999999940462097,0.9999999940462097,-3.0,1.0,4.0,3.0,0,10,40,351
piso_100,v7g,B,2,1.0,1.0,14,43,,413,0,,0.9999999871799634,0.9999999871799634,-3.0,1.0,4.0,3.0,0,10,40,374
piso_100,v7g,B,2,1.0,1.0,15,44,,417,0,,0.9999998800838048,0.9999998800838048,-3.0,1.0,4.0,3.0,0,10,40,400
piso_100,v7g,B,2,1.0,1.0,16,38,,82,0,,-4.310625502257373,-4.310625502257373,-3.0,-4.31,3.0,7.31,0,8,38,591
piso_100,v7g,B,2,1.0,1.0,17,42,,375,0,,0.9999999683007321,0.9999999683007321,-3.0,1.0,4.13,3.13,0,9,39,393
piso_100,v7g,B,2,1.0,1.0,18,44,,91,0,,-4.076633431463312,-4.076633431463312,-3.0,-4.08,2.87,6.95,0,8,38,598
piso_100,v7g,B,2,1.0,1.0,19,43,,91,0,,-4.0748082603735405,-4.0748082603735405,-3.0,-4.07,2.79,6.87,0,8,38,598
