seed,patron,n_activos,nA,nB,W_obs,W_pred,residuo,W_pred_nominal,residuo_nominal,hamming_A,hamming_B,compartidos_A,compartidos_B,W_A_real,W_B_real,es_patron_nulo,code_X
4,001001,2,0,0,0,0,0,0,0,5,3,0,1,1,-2.99789472679,0,9 24 27
4,001010,2,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,5,1,0,2,1,-2.99789472679,0,5 16 19
4,001011,3,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,6,2,0,2,1,-2.99789472679,0,12 19 26
4,001100,2,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,3,3,1,1,1,-2.99789472679,0,16 24 27
4,001101,3,0,0,0,0,0,0,0,4,4,1,1,1,-2.99789472679,0,3 24 27
4,001110,3,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,4,2,1,2,1,-2.99789472679,0,16 19 24
4,001111,4,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,5,3,1,2,1,-2.99789472679,0,16 24 26
4,010000,1,3,0,1,1,0,1,-3.21964677141e-15,2,4,1,0,1,-2.99789472679,0,6 8 18
4,010001,2,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,3,5,1,0,1,-2.99789472679,0,6 9 24
4,010010,2,0,0,0,0,0,0,0,3,3,1,1,1,-2.99789472679,0,5 26 28
4,010011,3,0,0,0,0,0,0,0,4,4,1,1,1,-2.99789472679,0,9 26 29
4,010100,2,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,1,5,2,0,1,-2.99789472679,0,8 20 24
4,010101,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,2,6,2,0,1,-2.99789472679,0,18 24 27
4,010110,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,2,4,2,1,1,-2.99789472679,0,8 26 28
4,010111,4,0,0,0,0,0,0,0,3,5,2,1,1,-2.99789472679,0,24 26 28
4,011000,2,0,0,0,0,0,0,0,3,3,1,1,1,-2.99789472679,0,5 13 24
4,011001,3,0,0,0,0,0,0,0,4,4,1,1,1,-2.99789472679,0,9 24 27
4,011010,3,0,0,0,0,0,0,0,4,2,1,2,1,-2.99789472679,0,5 19 26
4,011011,4,0,0,0,0,0,0,0,5,3,1,2,1,-2.99789472679,0,24 26 27
4,011100,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,2,4,2,1,1,-2.99789472679,0,8 20 24
4,011101,4,0,0,0,0,0,0,0,3,5,2,1,1,-2.99789472679,0,24 26 27
4,011110,4,0,0,0,0,0,0,0,3,3,2,2,1,-2.99789472679,0,24 26 28
4,011111,5,0,0,0,0,0,0,0,4,4,2,2,1,-2.99789472679,0,24 26 27
4,100000,1,1,2,-1.6652631512,-1.6652631512,0,-1.66666666667,0.00140351547148,2,2,1,1,1,-2.99789472679,0,16 18 23
4,100001,2,1,1,-0.665964908931,-0.665964908931,-1.11022302463e-16,-0.666666666667,0.000701757735738,3,3,1,1,1,-2.99789472679,0,9 12 18
4,100010,2,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,3,1,1,2,1,-2.99789472679,0,7 16 23
4,100011,3,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,4,2,1,2,1,-2.99789472679,0,7 12 26
4,100100,2,1,1,-0.665964908931,-0.665964908931,-1.11022302463e-16,-0.666666666667,0.000701757735738,1,3,2,1,1,-2.99789472679,0,3 8 16
4,100101,3,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,2,4,2,1,1,-2.99789472679,0,3 12 16
4,100110,3,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,2,2,2,2,1,-2.99789472679,0,7 12 16
4,100111,4,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,3,3,2,2,1,-2.99789472679,0,7 12 16
4,101000,2,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,3,1,1,2,1,-2.99789472679,0,0 9 16
4,101001,3,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,4,2,1,2,1,-2.99789472679,0,9 12 16
4,101010,3,0,3,-2.99789472679,-2.99789472679,0,-3,0.00210527320722,4,0,1,3,1,-2.99789472679,0,12 16 23
4,101011,4,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,5,1,1,3,1,-2.99789472679,0,12 16 26
4,101100,3,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,2,2,2,2,1,-2.99789472679,0,3 12 16
4,101101,4,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,3,3,2,2,1,-2.99789472679,0,3 12 16
4,101110,4,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,3,1,2,3,1,-2.99789472679,0,12 16 26
4,101111,5,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,4,2,2,3,1,-2.99789472679,0,12 16 26
4,110000,2,2,0,0.666666666667,0.666666666667,0,0.666666666667,-2.10942374679e-15,1,3,2,1,1,-2.99789472679,0,6 9 18
4,110001,3,2,0,0.666666666667,0.666666666667,0,0.666666666667,-2.10942374679e-15,2,4,2,1,1,-2.99789472679,0,6 9 18
4,110010,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,2,2,2,2,1,-2.99789472679,0,9 18 26
4,110011,4,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,3,3,2,2,1,-2.99789472679,0,9 12 26
4,110100,3,3,0,1,1,0,1,-3.21964677141e-15,0,4,3,1,1,-2.99789472679,0,6 8 18
4,110101,4,2,0,0.666666666667,0.666666666667,0,0.666666666667,-2.10942374679e-15,1,5,3,1,1,-2.99789472679,0,6 9 18
4,110110,4,1,1,-0.665964908931,-0.665964908931,-1.11022302463e-16,-0.666666666667,0.000701757735738,1,3,3,2,1,-2.99789472679,0,8 16 26
4,110111,5,1,1,-0.665964908931,-0.665964908931,-1.11022302463e-16,-0.666666666667,0.000701757735738,2,4,3,2,1,-2.99789472679,0,12 18 26
4,111000,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,2,2,2,2,1,-2.99789472679,0,5 9 18
4,111001,4,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,3,3,2,2,1,-2.99789472679,0,9 18 26
4,111010,4,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,3,1,2,3,1,-2.99789472679,0,5 16 26
4,111011,5,0,1,-0.999298242264,-0.999298242264,-1.11022302463e-16,-1,0.000701757735739,4,2,2,3,1,-2.99789472679,0,9 12 26
4,111100,4,2,1,-0.332631575598,-0.332631575598,-1.11022302463e-16,-0.333333333333,0.000701757735737,1,3,3,2,1,-2.99789472679,0,8 16 18
4,111101,5,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,2,4,3,2,1,-2.99789472679,0,9 18 24
4,111110,5,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,2,2,3,3,1,-2.99789472679,0,12 16 26
4,111111,6,0,2,-1.99859648453,-1.99859648453,-2.22044604925e-16,-2,0.00140351547148,3,3,3,3,1,-2.99789472679,0,12 16 26
5,000000,0,0,0,0,0,0,0,0,3,3,0,0,1,-2.99925395714,1,27 28 29
5,000001,1,0,0,0,0,0,0,0,4,4,0,0,1,-2.99925395714,0,5 20 25
5,000010,1,1,2,-1.66616930476,-1.66616930476,0,-1.66666666667,0.000497361907284,4,2,0,1,1,-2.99925395714,0,0 9 12
5,000011,2,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,5,3,0,1,1,-2.99925395714,0,9 13 20
5,000100,1,2,0,0.666666666666,0.666666666666,0,0.666666666667,-2.84550161211e-13,2,4,1,0,1,-2.99925395714,0,1 9 10
5,000101,2,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,3,5,1,0,1,-2.99925395714,0,5 9 21
5,000110,2,2,0,0.666666666666,0.666666666666,0,0.666666666667,-2.84550161211e-13,3,3,1,1,1,-2.99925395714,0,1 9 20
5,000111,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,4,4,1,1,1,-2.99925395714,0,5 9 20
5,001000,1,0,1,-0.999751319046,-0.999751319046,0,-1,0.000248680953713,4,2,0,1,1,-2.99925395714,0,12 16 29
5,001001,2,0,0,0,0,0,0,0,5,3,0,1,1,-2.99925395714,0,8 16 25
5,001010,2,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,5,1,0,2,1,-2.99925395714,0,9 12 29
5,001011,3,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,6,2,0,2,1,-2.99925395714,0,9 17 20
5,001100,2,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,3,3,1,1,1,-2.99925395714,0,9 10 16
5,001101,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,4,4,1,1,1,-2.99925395714,0,9 10 25
5,001110,3,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,4,2,1,2,1,-2.99925395714,0,1 9 12
5,001111,4,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,5,3,1,2,1,-2.99925395714,0,9 17 20
5,010000,1,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,2,4,1,0,1,-2.99925395714,0,6 11 26
5,010001,2,0,0,0,0,0,0,0,3,5,1,0,1,-2.99925395714,0,5 6 16
5,010010,2,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,3,3,1,1,1,-2.99925395714,0,1 9 12
5,010011,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,4,4,1,1,1,-2.99925395714,0,5 6 9
5,010100,2,2,0,0.666666666666,0.666666666666,0,0.666666666667,-2.84550161211e-13,1,5,2,0,1,-2.99925395714,0,1 5 9
5,010101,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,2,6,2,0,1,-2.99925395714,0,5 9 21
5,010110,3,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,2,4,2,1,1,-2.99925395714,0,1 9 12
5,010111,4,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,3,5,2,1,1,-2.99925395714,0,5 9 20
5,011000,2,0,1,-0.999751319046,-0.999751319046,0,-1,0.000248680953713,3,3,1,1,1,-2.99925395714,0,6 12 16
5,011001,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,4,4,1,1,1,-2.99925395714,0,6 9 16
5,011010,3,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,4,2,1,2,1,-2.99925395714,0,9 12 16
5,011011,4,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,5,3,1,2,1,-2.99925395714,0,9 12 16
5,011100,3,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,2,4,2,1,1,-2.99925395714,0,9 12 16
5,011101,4,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,3,5,2,1,1,-2.99925395714,0,5 9 16
5,011110,4,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,3,3,2,2,1,-2.99925395714,0,1 9 12
5,011111,5,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,4,4,2,2,1,-2.99925395714,0,9 12 16
5,100000,1,0,1,-0.999751319046,-0.999751319046,0,-1,0.000248680953713,2,2,1,1,1,-2.99925395714,0,13 15 17
5,100001,2,0,0,0,0,0,0,0,3,3,1,1,1,-2.99925395714,0,3 13 25
5,100010,2,0,2,-1.99950263809,-1.99950263809,0,-2,0.000497361907426,3,1,1,2,1,-2.99925395714,0,0 12 13
5,100011,3,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,4,2,1,2,1,-2.99925395714,0,9 13 17
5,100100,2,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,1,3,2,1,1,-2.99925395714,0,1 3 10
5,100101,3,0,0,0,0,0,0,0,2,4,2,1,1,-2.99925395714,0,3 10 25
5,100110,3,2,0,0.666666666666,0.666666666666,0,0.666666666667,-2.84550161211e-13,2,2,2,2,1,-2.99925395714,0,1 9 10
5,100111,4,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,3,3,2,2,1,-2.99925395714,0,3 9 20
5,101000,2,0,2,-1.99950263809,-1.99950263809,0,-2,0.000497361907426,3,1,1,2,1,-2.99925395714,0,10 12 17
5,101001,3,0,1,-0.999751319046,-0.999751319046,0,-1,0.000248680953713,4,2,1,2,1,-2.99925395714,0,8 17 25
5,101010,3,0,3,-2.99925395714,-2.99925395714,0,-3,0.000746042861139,4,0,1,3,1,-2.99925395714,0,0 12 17
5,101011,4,0,2,-1.99950263809,-1.99950263809,0,-2,0.000497361907426,5,1,1,3,1,-2.99925395714,0,12 13 17
5,101100,3,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,2,2,2,2,1,-2.99925395714,0,9 10 17
5,101101,4,0,1,-0.999751319046,-0.999751319046,0,-1,0.000248680953713,3,3,2,2,1,-2.99925395714,0,10 17 25
5,101110,4,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,3,1,2,3,1,-2.99925395714,0,9 10 12
5,101111,5,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,4,2,2,3,1,-2.99925395714,0,9 10 17
5,110000,2,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,1,3,2,1,1,-2.99925395714,0,1 12 26
5,110001,3,0,0,0,0,0,0,0,2,4,2,1,1,-2.99925395714,0,6 16 21
5,110010,3,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,2,2,2,2,1,-2.99925395714,0,1 9 12
5,110011,4,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,3,3,2,2,1,-2.99925395714,0,6 9 12
5,110100,3,3,0,1,1,0,1,-4.26880752968e-13,0,4,3,1,1,-2.99925395714,0,1 9 26
5,110101,4,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.42275080606e-13,1,5,3,1,1,-2.99925395714,0,5 9 21
5,110110,4,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,1,3,3,2,1,-2.99925395714,0,1 9 12
5,110111,5,2,0,0.666666666666,0.666666666666,0,0.666666666667,-2.84550161211e-13,2,4,3,2,1,-2.99925395714,0,1 9 20
5,111000,3,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,2,2,2,2,1,-2.99925395714,0,12 16 26
5,111001,4,0,2,-1.99950263809,-1.99950263809,0,-2,0.000497361907426,3,3,2,2,1,-2.99925395714,0,12 16 17
5,111010,4,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,3,1,2,3,1,-2.99925395714,0,1 9 12
5,111011,5,1,2,-1.66616930476,-1.66616930476,0,-1.66666666667,0.000497361907284,4,2,2,3,1,-2.99925395714,0,9 12 17
5,111100,4,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,1,3,3,2,1,-2.99925395714,0,1 9 12
5,111101,5,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,2,4,3,2,1,-2.99925395714,0,9 16 17
5,111110,5,2,1,-0.33308465238,-0.33308465238,0,-0.333333333333,0.000248680953428,2,2,3,3,1,-2.99925395714,0,1 9 12
5,111111,6,1,1,-0.666417985713,-0.666417985713,0,-0.666666666667,0.000248680953571,3,3,3,3,1,-2.99925395714,0,9 12 16
6,000000,0,0,0,0,0,0,0,0,3,3,0,0,1,-2.99880448008,1,27 28 29
6,000001,1,0,0,0,0,0,0,0,4,4,0,0,1,-2.99880448008,0,5 15 23
6,000010,1,0,0,0,0,0,0,0,4,2,0,1,1,-2.99880448008,0,12 13 17
6,000011,2,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,5,3,0,1,1,-2.99880448008,0,5 19 20
6,000100,1,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,2,4,1,0,1,-2.99880448008,0,10 15 16
6,000101,2,0,0,0,0,0,0,0,3,5,1,0,1,-2.99880448008,0,15 16 23
6,000110,2,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,3,3,1,1,1,-2.99880448008,0,8 10 17
6,000111,3,0,0,0,0,0,0,0,4,4,1,1,1,-2.99880448008,0,5 16 17
6,001000,1,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,4,2,0,1,1,-2.99880448008,0,8 12 25
6,001001,2,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,5,3,0,1,1,-2.99880448008,0,3 19 23
6,001010,2,0,0,0,0,0,0,0,5,1,0,2,1,-2.99880448008,0,8 12 13
6,001011,3,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,6,2,0,2,1,-2.99880448008,0,8 13 19
6,001100,2,2,0,0.666666666667,0.666666666667,1.11022302463e-16,0.666666666667,-1.53210777398e-14,3,3,1,1,1,-2.99880448008,0,8 10 25
6,001101,3,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,4,4,1,1,1,-2.99880448008,0,8 15 25
6,001110,3,1,1,-0.666268160026,-0.666268160026,1.11022302463e-16,-0.666666666667,0.000398506640501,4,2,1,2,1,-2.99880448008,0,8 10 24
6,001111,4,0,0,0,0,0,0,0,5,3,1,2,1,-2.99880448008,0,7 8 17
6,010000,1,0,0,0,0,0,0,0,2,4,1,0,1,-2.99880448008,0,4 11 12
6,010001,2,0,0,0,0,0,0,0,3,5,1,0,1,-2.99880448008,0,5 16 21
6,010010,2,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,3,3,1,1,1,-2.99880448008,0,10 12 13
6,010011,3,0,0,0,0,0,0,0,4,4,1,1,1,-2.99880448008,0,5 12 20
6,010100,2,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,1,5,2,0,1,-2.99880448008,0,4 10 16
6,010101,3,0,0,0,0,0,0,0,2,6,2,0,1,-2.99880448008,0,16 17 21
6,010110,3,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,2,4,2,1,1,-2.99880448008,0,10 12 17
6,010111,4,0,0,0,0,0,0,0,3,5,2,1,1,-2.99880448008,0,5 16 17
6,011000,2,0,0,0,0,0,0,0,3,3,1,1,1,-2.99880448008,0,4 11 12
6,011001,3,0,0,0,0,0,0,0,4,4,1,1,1,-2.99880448008,0,3 11 12
6,011010,3,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,4,2,1,2,1,-2.99880448008,0,10 12 13
6,011011,4,0,0,0,0,0,0,0,5,3,1,2,1,-2.99880448008,0,8 12 13
6,011100,3,2,0,0.666666666667,0.666666666667,1.11022302463e-16,0.666666666667,-1.53210777398e-14,2,4,2,1,1,-2.99880448008,0,4 10 25
6,011101,4,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,3,5,2,1,1,-2.99880448008,0,4 8 25
6,011110,4,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,3,3,2,2,1,-2.99880448008,0,8 10 12
6,011111,5,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,4,4,2,2,1,-2.99880448008,0,8 10 12
6,100000,1,0,2,-1.99920298672,-1.99920298672,0,-2,0.000797013281017,2,2,1,1,1,-2.99880448008,0,3 19 26
6,100001,2,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,3,3,1,1,1,-2.99880448008,0,3 5 19
6,100010,2,0,2,-1.99920298672,-1.99920298672,0,-2,0.000797013281017,3,1,1,2,1,-2.99880448008,0,19 20 26
6,100011,3,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,4,2,1,2,1,-2.99880448008,0,5 19 20
6,100100,2,1,1,-0.666268160026,-0.666268160026,1.11022302463e-16,-0.666666666667,0.000398506640501,1,3,2,1,1,-2.99880448008,0,1 17 24
6,100101,3,0,0,0,0,0,0,0,2,4,2,1,1,-2.99880448008,0,5 15 17
6,100110,3,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,2,2,2,2,1,-2.99880448008,0,5 10 17
6,100111,4,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,3,3,2,2,1,-2.99880448008,0,5 17 19
6,101000,2,0,2,-1.99920298672,-1.99920298672,0,-2,0.000797013281017,3,1,1,2,1,-2.99880448008,0,3 19 26
6,101001,3,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,4,2,1,2,1,-2.99880448008,0,3 11 19
6,101010,3,0,3,-2.99880448008,-2.99880448008,0,-3,0.00119551992153,4,0,1,3,1,-2.99880448008,0,19 24 26
6,101011,4,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,5,1,1,3,1,-2.99880448008,0,3 19 20
6,101100,3,1,1,-0.666268160026,-0.666268160026,1.11022302463e-16,-0.666666666667,0.000398506640501,2,2,2,2,1,-2.99880448008,0,3 24 25
6,101101,4,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,3,3,2,2,1,-2.99880448008,0,3 15 25
6,101110,4,1,1,-0.666268160026,-0.666268160026,1.11022302463e-16,-0.666666666667,0.000398506640501,3,1,2,3,1,-2.99880448008,0,8 10 24
6,101111,5,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,4,2,2,3,1,-2.99880448008,0,3 17 19
6,110000,2,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,1,3,2,1,1,-2.99880448008,0,9 11 26
6,110001,3,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,2,4,2,1,1,-2.99880448008,0,5 19 20
6,110010,3,0,2,-1.99920298672,-1.99920298672,0,-2,0.000797013281017,2,2,2,2,1,-2.99880448008,0,19 20 26
6,110011,4,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,3,3,2,2,1,-2.99880448008,0,5 19 20
6,110100,3,3,0,1,1,0,1,-2.30926389122e-14,0,4,3,1,1,-2.99880448008,0,1 10 25
6,110101,4,0,0,0,0,0,0,0,1,5,3,1,1,-2.99880448008,0,5 17 21
6,110110,4,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,1,3,3,2,1,-2.99880448008,0,5 10 17
6,110111,5,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,2,4,3,2,1,-2.99880448008,0,5 17 19
6,111000,3,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,2,2,2,2,1,-2.99880448008,0,3 11 24
6,111001,4,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,3,3,2,2,1,-2.99880448008,0,3 11 19
6,111010,4,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,3,1,2,3,1,-2.99880448008,0,11 12 26
6,111011,5,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,4,2,2,3,1,-2.99880448008,0,11 19 20
6,111100,4,2,1,-0.332934826693,-0.332934826693,1.66533453694e-16,-0.333333333333,0.000398506640493,1,3,3,2,1,-2.99880448008,0,10 24 25
6,111101,5,1,0,0.333333333333,0.333333333333,5.55111512313e-17,0.333333333333,-7.66053886991e-15,2,4,3,2,1,-2.99880448008,0,3 11 25
6,111110,5,1,1,-0.666268160026,-0.666268160026,1.11022302463e-16,-0.666666666667,0.000398506640501,2,2,3,3,1,-2.99880448008,0,10 11 24
6,111111,6,0,1,-0.999601493359,-0.999601493359,0,-1,0.000398506640508,3,3,3,3,1,-2.99880448008,0,11 17 19
7,000000,0,0,0,0,0,0,0,0,3,3,0,0,1,-2.9962926797,1,27 28 29
7,000001,1,0,1,-0.998764226566,-0.998764226566,-1.11022302463e-16,-1,0.00123577343414,4,4,0,0,1,-2.9962926797,0,3 4 21
7,000010,1,0,2,-1.99752845313,-1.99752845313,-2.22044604925e-16,-2,0.00247154686829,4,2,0,1,1,-2.9962926797,0,3 5 10
7,000011,2,0,1,-0.998764226566,-0.998764226566,-1.11022302463e-16,-1,0.00123577343414,5,3,0,1,1,-2.9962926797,0,3 4 8
7,000100,1,0,1,-0.998764226566,-0.998764226566,-1.11022302463e-16,-1,0.00123577343414,2,4,1,0,1,-2.9962926797,0,2 4 13
7,000101,2,0,0,0,0,0,0,0,3,5,1,0,1,-2.9962926797,0,4 13 21
7,000110,2,0,2,-1.99752845313,-1.99752845313,-2.22044604925e-16,-2,0.00247154686829,3,3,1,1,1,-2.9962926797,0,2 4 5
7,000111,3,0,2,-1.99752845313,-1.99752845313,-2.22044604925e-16,-2,0.00247154686829,4,4,1,1,1,-2.9962926797,0,3 4 5
7,001000,1,0,1,-0.998764226566,-0.998764226566,-1.11022302463e-16,-1,0.00123577343414,4,2,0,1,1,-2.9962926797,0,2 8 27
7,001001,2,0,1,-0.998764226566,-0.998764226566,-1.11022302463e-16,-1,0.00123577343414,5,3,0,1,1,-2.9962926797,0,3 8 21
7,001010,2,0,2,-1.99752845313,-1.99752845313,-2.22044604925e-16,-2,0.00247154686829,5,1,0,2,1,-2.9962926797,0,3 5 8
7,001011,3,0,2,-1.99752845313,-1.99752845313,-2.22044604925e-16,-2,0.00247154686829,6,2,0,2,1,-2.9962926797,0,3 5 8
7,001100,2,0,1,-0.998764226566,-0.998764226566,-1.11022302463e-16,-1,0.00123577343414,3,3,1,1,1,-2.9962926797,0,2 13 21
7,001101,3,0,0,0,0,0,0,0,4,4,1,1,1,-2.9962926797,0,8 13 21
7,001110,3,0,2,-1.99752845313,-1.99752845313,-2.22044604925e-16,-2,0.00247154686829,4,2,1,2,1,-2.9962926797,0,2 5 8
7,001111,4,0,2,-1.99752845313,-1.99752845313,-2.22044604925e-16,-2,0.00247154686829,5,3,1,2,1,-2.9962926797,0,3 5 8
7,010000,1,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,2,4,1,0,1,-2.9962926797,0,15 18 28
7,010001,2,1,1,-0.665430893233,-0.665430893233,-1.11022302463e-16,-0.666666666667,0.00123577343414,3,5,1,0,1,-2.9962926797,0,3 19 20
7,010010,2,0,1,-0.998764226566,-0.998764226566,-1.11022302463e-16,-1,0.00123577343414,3,3,1,1,1,-2.9962926797,0,5 10 15
7,010011,3,0,2,-1.99752845313,-1.99752845313,-2.22044604925e-16,-2,0.00247154686829,4,4,1,1,1,-2.9962926797,0,3 4 5
7,010100,2,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,1,5,2,0,1,-2.9962926797,0,13 18 19
7,010101,3,1,0,0.333333333333,0.333333333333,0,0.333333333333,-1.05471187339e-15,2,6,2,0,1,-2.9962926797,0,13 19 20
7,010110,3,1,1,-0.665430893233,-0.665430893233,-1.11022302463e-16,-0.666666666667,0.00123577343414,2,4,2,1,1,-2.9962926797,0,4 5 14
