# fecha: 2026-09-15T12:10:18
# python: 3.14.2
# numpy: 2.4.3
# sha_cap: dc058e0a43216bf3
# sha_este: ef471cd7c97cc822
# sha_v6: 5f38f83cf49248a3
# sha_v7: 3db0475ef0ea95ce
# NS: 20
# N_EST: 20
# TOL: 0.3
# condiciones: {"v6_20k": "(False, 20000)", "v7_20k": "(True, 20000)", "v6_60k": "(False, 60000)", "v7_60k": "(True, 60000)"}
# estimulos: {"A": {"patron": "110100", "valencia": "comida", "R": 1.0}, "B": {"patron": "101010", "valencia": "veneno", "R": -3.0}, "C": {"patron": "011001", "valencia": "comida", "R": 1.0}, "D": {"patron": "001011", "valencia": "veneno", "R": -3.0}, "E05": {"patron": "111000", "valencia": "comida", "R": 1.0}, "E06": {"patron": "110010", "valencia": "veneno", "R": -3.0}, "E07": {"patron": "110001", "valencia": "comida", "R": 1.0}, "E08": {"patron": "101100", "valencia": "veneno", "R": -3.0}, "E09": {"patron": "101001", "valencia": "comida", "R": 1.0}, "E10": {"patron": "100110", "valencia": "veneno", "R": -3.0}, "E11": {"patron": "100101", "valencia": "comida", "R": 1.0}, "E12": {"patron": "100011", "valencia": "veneno", "R": -3.0}, "E13": {"patron": "011100", "valencia": "comida", "R": 1.0}, "E14": {"patron": "011010", "valencia": "veneno", "R": -3.0}, "E15": {"patron": "010110", "valencia": "comida", "R": 1.0}, "E16": {"patron": "010101", "valencia": "veneno", "R": -3.0}, "E17": {"patron": "010011", "valencia": "comida", "R": 1.0}, "E18": {"patron": "001110", "valencia": "veneno", "R": -3.0}, "E19": {"patron": "001101", "valencia": "comida", "R": 1.0}, "E20": {"patron": "000111", "valencia": "veneno", "R": -3.0}}
cond,seed,paso_t,n,t,celdas,splits,solap_medio,solap_max,e_n_mediana,estimulo,W,R,dev,vis_ac,mord_ac
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E16,-0.123,-3.0,2.877,241,70
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E17,0.0,1.0,1.0,78,63
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E18,-1.246,-3.0,1.754,365,38
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E19,-1.246,1.0,2.246,208,14
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,A,0.589,1.0,0.411,510,510
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,B,0.0,-3.0,3.0,24538,251
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,C,0.459,1.0,0.541,688,450
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,D,0.0,-3.0,3.0,13911,178
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E05,0.0,1.0,1.0,354,321
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E06,-2.92,-3.0,0.08,12923,90
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E07,1.048,1.0,0.048,222,222
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E08,-2.466,-3.0,0.534,11402,89
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E09,0.459,1.0,0.541,203,202
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E10,-2.476,-3.0,0.524,7056,81
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E11,0.589,1.0,0.411,173,165
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E12,-2.512,-3.0,0.488,4891,72
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E13,0.0,1.0,1.0,458,110
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E14,0.0,-3.0,3.0,844,110
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E15,0.0,1.0,1.0,186,110
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E16,0.0,-3.0,3.0,253,82
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E17,0.0,1.0,1.0,102,83
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E18,-0.717,-3.0,2.283,385,45
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E19,-0.717,1.0,1.717,323,32
v6_20k,18,20000,20,380000,30,0,0.853,3,1.0,E20,0.0,-3.0,3.0,24,20
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,A,0.576,1.0,0.424,528,528
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,B,0.0,-3.0,3.0,24552,264
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,C,0.447,1.0,0.553,701,463
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,D,0.0,-3.0,3.0,13921,188
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E05,0.0,1.0,1.0,372,336
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E06,-2.923,-3.0,0.077,13957,91
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E07,1.023,1.0,0.023,234,234
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E08,-2.528,-3.0,0.472,12272,93
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E09,0.447,1.0,0.553,222,220
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E10,-2.55,-3.0,0.45,7539,86
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E11,0.576,1.0,0.424,186,178
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E12,-2.594,-3.0,0.406,5910,78
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E13,0.0,1.0,1.0,471,120
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E14,0.0,-3.0,3.0,859,124
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E15,0.0,1.0,1.0,199,122
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E16,0.0,-3.0,3.0,277,103
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E17,0.0,1.0,1.0,112,93
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E18,-0.423,-3.0,2.577,440,61
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E19,-0.423,1.0,1.423,360,43
v6_20k,18,20000,20,400000,30,0,0.853,3,1.0,E20,0.0,-3.0,3.0,37,31
v6_20k,19,20000,2,20000,30,0,0.0,0,0.056,A,1.0,1.0,0.0,117,115
v6_20k,19,20000,2,20000,30,0,0.0,0,0.056,B,-2.889,-3.0,0.111,4561,35
v6_20k,19,20000,3,40000,30,0,0.333,1,0.051,A,1.0,1.0,0.0,182,180
v6_20k,19,20000,3,40000,30,0,0.333,1,0.051,B,-2.751,-3.0,0.249,8297,54
v6_20k,19,20000,3,40000,30,0,0.333,1,0.051,C,0.949,1.0,0.051,91,57
v6_20k,19,20000,4,60000,30,0,0.333,1,0.11,A,1.0,1.0,0.0,224,222
v6_20k,19,20000,4,60000,30,0,0.333,1,0.11,B,-3.215,-3.0,0.215,12370,58
v6_20k,19,20000,4,60000,30,0,0.333,1,0.11,C,1.004,1.0,0.004,128,93
v6_20k,19,20000,4,60000,30,0,0.333,1,0.11,D,-2.68,-3.0,0.32,1530,19
v6_20k,19,20000,5,80000,30,0,0.7,2,0.514,A,1.235,1.0,0.235,264,262
v6_20k,19,20000,5,80000,30,0,0.7,2,0.514,B,-1.967,-3.0,1.033,14413,67
v6_20k,19,20000,5,80000,30,0,0.7,2,0.514,C,1.258,1.0,0.258,172,137
v6_20k,19,20000,5,80000,30,0,0.7,2,0.514,D,-2.405,-3.0,0.595,4682,35
v6_20k,19,20000,5,80000,30,0,0.7,2,0.514,E05,0.486,1.0,0.514,77,27
v6_20k,19,20000,6,100000,30,0,0.867,2,0.336,A,1.297,1.0,0.297,290,288
v6_20k,19,20000,6,100000,30,0,0.867,2,0.336,B,-2.626,-3.0,0.374,16179,79
v6_20k,19,20000,6,100000,30,0,0.867,2,0.336,C,1.043,1.0,0.043,196,161
v6_20k,19,20000,6,100000,30,0,0.867,2,0.336,D,-2.805,-3.0,0.195,6803,44
v6_20k,19,20000,6,100000,30,0,0.867,2,0.336,E05,0.492,1.0,0.508,108,55
v6_20k,19,20000,6,100000,30,0,0.867,2,0.336,E06,-1.827,-3.0,1.173,388,16
v6_20k,19,20000,7,120000,30,0,0.905,2,0.363,A,1.095,1.0,0.095,325,323
v6_20k,19,20000,7,120000,30,0,0.905,2,0.363,B,-2.498,-3.0,0.502,17978,85
v6_20k,19,20000,7,120000,30,0,0.905,2,0.363,C,1.279,1.0,0.279,228,193
v6_20k,19,20000,7,120000,30,0,0.905,2,0.363,D,-2.637,-3.0,0.363,9200,50
v6_20k,19,20000,7,120000,30,0,0.905,2,0.363,E05,0.827,1.0,0.173,138,85
v6_20k,19,20000,7,120000,30,0,0.905,2,0.363,E06,-1.591,-3.0,1.409,1122,37
v6_20k,19,20000,7,120000,30,0,0.905,2,0.363,E07,0.404,1.0,0.596,41,39
v6_20k,19,20000,8,140000,30,0,0.821,2,0.492,A,0.426,1.0,0.574,351,348
v6_20k,19,20000,8,140000,30,0,0.821,2,0.492,B,-3.296,-3.0,0.296,19169,86
v6_20k,19,20000,8,140000,30,0,0.821,2,0.492,C,1.361,1.0,0.361,245,210
v6_20k,19,20000,8,140000,30,0,0.821,2,0.492,D,-2.59,-3.0,0.41,10551,60
v6_20k,19,20000,8,140000,30,0,0.821,2,0.492,E05,0.629,1.0,0.371,159,106
v6_20k,19,20000,8,140000,30,0,0.821,2,0.492,E06,-1.618,-3.0,1.382,1252,54
v6_20k,19,20000,8,140000,30,0,0.821,2,0.492,E07,0.34,1.0,0.66,62,60
v6_20k,19,20000,8,140000,30,0,0.821,2,0.492,E08,-2.363,-3.0,0.637,888,26
v6_20k,19,20000,9,160000,30,0,0.889,2,0.373,A,0.641,1.0,0.359,367,363
v6_20k,19,20000,9,160000,30,0,0.889,2,0.373,B,-3.277,-3.0,0.277,20246,86
v6_20k,19,20000,9,160000,30,0,0.889,2,0.373,C,1.349,1.0,0.349,260,225
v6_20k,19,20000,9,160000,30,0,0.889,2,0.373,D,-2.627,-3.0,0.373,11582,67
v6_20k,19,20000,9,160000,30,0,0.889,2,0.373,E05,0.648,1.0,0.352,171,118
v6_20k,19,20000,9,160000,30,0,0.889,2,0.373,E06,-1.461,-3.0,1.539,1354,61
v6_20k,19,20000,9,160000,30,0,0.889,2,0.373,E07,0.511,1.0,0.489,79,77
v6_20k,19,20000,9,160000,30,0,0.889,2,0.373,E08,-2.493,-3.0,0.507,1175,33
v6_20k,19,20000,9,160000,30,0,0.889,2,0.373,E09,-3.751,1.0,4.751,711,0
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,A,0.761,1.0,0.239,379,375
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,B,-3.198,-3.0,0.198,20951,86
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,C,1.361,1.0,0.361,274,239
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,D,-2.631,-3.0,0.369,12214,73
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,E05,0.726,1.0,0.274,185,132
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,E06,-1.449,-3.0,1.551,1896,80
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,E07,0.551,1.0,0.449,95,93
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,E08,-2.528,-3.0,0.472,1409,35
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,E09,-3.923,1.0,4.923,2660,0
v6_20k,19,20000,10,180000,30,0,0.911,2,0.365,E10,-2.835,-3.0,0.165,801,4
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,A,0.703,1.0,0.297,387,383
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,B,-3.142,-3.0,0.142,22821,91
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,C,1.184,1.0,0.184,292,257
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,D,-2.388,-3.0,0.612,12759,78
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,E05,0.759,1.0,0.241,202,149
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,E06,-0.908,-3.0,2.092,2011,94
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,E07,0.915,1.0,0.085,109,106
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,E08,-2.755,-3.0,0.245,2050,43
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,E09,-3.63,1.0,4.63,2790,0
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,E10,-2.66,-3.0,0.34,2576,9
v6_20k,19,20000,11,200000,30,0,0.836,2,0.297,E11,-1.399,1.0,2.399,117,3
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,A,0.647,1.0,0.353,397,393
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,B,-2.425,-3.0,0.575,23633,93
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,C,1.035,1.0,0.035,301,266
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,D,-2.135,-3.0,0.865,13043,86
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,E05,0.692,1.0,0.308,213,160
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,E06,-0.136,-3.0,2.864,2038,104
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,E07,1.495,1.0,0.495,121,118
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,E08,-2.241,-3.0,0.759,2875,47
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,E09,-2.289,1.0,3.289,4532,6
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,E10,-1.461,-3.0,1.539,2913,11
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,E11,0.325,1.0,0.675,195,18
v6_20k,19,20000,12,220000,30,0,0.833,2,0.681,E12,-2.314,-3.0,0.686,712,3
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,A,0.518,1.0,0.482,416,412
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,B,-1.214,-3.0,1.786,24437,108
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,C,0.846,1.0,0.154,316,281
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,D,-2.125,-3.0,0.875,15218,94
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,E05,0.0,1.0,1.0,229,175
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,E06,0.0,-3.0,3.0,2058,121
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,E07,1.28,1.0,0.28,142,139
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,E08,-1.834,-3.0,1.166,3672,61
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,E09,-1.214,1.0,2.214,4894,19
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,E10,-1.214,-3.0,1.786,3372,23
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,E11,0.685,1.0,0.315,214,36
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,E12,-1.597,-3.0,1.403,1901,15
v6_20k,19,20000,13,240000,30,0,0.795,3,1.0,E13,0.518,1.0,0.482,17,17
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,A,0.982,1.0,0.018,461,456
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,B,0.0,-3.0,3.0,24550,144
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,C,0.399,1.0,0.601,352,316
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,D,-2.47,-3.0,0.53,16833,107
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E05,0.0,1.0,1.0,270,211
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E06,0.0,-3.0,3.0,2098,155
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E07,0.0,1.0,1.0,190,182
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E08,-0.681,-3.0,2.319,4310,92
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E09,0.0,1.0,1.0,5080,49
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E10,0.0,-3.0,3.0,3491,60
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E11,0.845,1.0,0.155,251,72
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E12,-1.611,-3.0,1.389,2480,40
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E13,0.982,1.0,0.018,55,55
v6_20k,19,20000,14,260000,30,0,0.813,3,1.0,E14,0.0,-3.0,3.0,44,39
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,A,0.898,1.0,0.102,499,494
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,B,0.0,-3.0,3.0,24588,180
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,C,0.683,1.0,0.317,373,337
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,D,-2.712,-3.0,0.288,20283,123
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E05,0.0,1.0,1.0,302,239
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E06,0.0,-3.0,3.0,2143,196
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E07,0.0,1.0,1.0,233,219
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E08,-0.479,-3.0,2.521,4374,127
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E09,0.0,1.0,1.0,5112,78
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E10,0.0,-3.0,3.0,3525,90
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E11,0.939,1.0,0.061,294,114
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E12,-2.289,-3.0,0.711,3497,62
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E13,0.898,1.0,0.102,104,103
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E14,0.0,-3.0,3.0,73,66
v6_20k,19,20000,15,280000,30,0,0.829,3,1.0,E15,1.377,1.0,0.377,32,32
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,A,0.955,1.0,0.045,522,517
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,B,0.0,-3.0,3.0,24631,219
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,C,0.869,1.0,0.131,402,366
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,D,-2.778,-3.0,0.222,22246,130
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E05,0.0,1.0,1.0,327,258
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E06,0.0,-3.0,3.0,2172,221
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E07,0.0,1.0,1.0,254,238
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E08,-0.351,-3.0,2.649,4402,144
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E09,0.0,1.0,1.0,5131,93
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E10,0.0,-3.0,3.0,3545,107
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E11,0.965,1.0,0.035,317,137
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E12,-2.536,-3.0,0.464,5167,76
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E13,0.955,1.0,0.045,129,128
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E14,0.0,-3.0,3.0,91,83
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E15,1.305,1.0,0.305,52,52
v6_20k,19,20000,16,300000,30,0,0.783,3,1.0,E16,-1.658,-3.0,1.342,228,13
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,A,0.933,1.0,0.067,543,538
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,B,0.0,-3.0,3.0,24653,238
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,C,0.929,1.0,0.071,422,386
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,D,-2.823,-3.0,0.177,24103,136
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E05,0.0,1.0,1.0,348,275
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E06,0.0,-3.0,3.0,2207,254
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E07,0.0,1.0,1.0,280,260
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E08,-0.259,-3.0,2.741,4437,168
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E09,0.0,1.0,1.0,5151,110
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E10,0.0,-3.0,3.0,3564,126
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E11,0.983,1.0,0.017,346,165
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E12,-2.688,-3.0,0.312,7458,89
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E13,0.933,1.0,0.067,157,156
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E14,0.0,-3.0,3.0,111,101
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E15,1.191,1.0,0.191,80,80
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E16,-2.4,-3.0,0.6,1076,26
v6_20k,19,20000,17,320000,30,0,0.824,3,1.0,E17,0.0,1.0,1.0,16,16
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,A,0.975,1.0,0.025,564,559
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,B,0.0,-3.0,3.0,24676,259
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,C,0.966,1.0,0.034,446,410
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,D,-3.445,-3.0,0.445,25332,136
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E05,0.0,1.0,1.0,362,289
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E06,0.0,-3.0,3.0,2221,268
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E07,0.0,1.0,1.0,296,274
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E08,-0.214,-3.0,2.786,4466,191
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E09,0.0,1.0,1.0,5178,133
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E10,0.0,-3.0,3.0,3583,143
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E11,0.53,1.0,0.47,369,188
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E12,-2.706,-3.0,0.294,8187,91
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E13,0.975,1.0,0.025,178,176
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E14,0.0,-3.0,3.0,126,115
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E15,1.188,1.0,0.188,88,88
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E16,-2.586,-3.0,0.414,2148,32
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E17,0.0,1.0,1.0,48,44
v6_20k,19,20000,18,340000,30,0,0.81,3,1.0,E18,-1.235,-3.0,1.765,57,15
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,A,0.97,1.0,0.03,580,575
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,B,0.0,-3.0,3.0,24700,279
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,C,0.978,1.0,0.022,460,424
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,D,-2.934,-3.0,0.066,26685,138
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E05,0.0,1.0,1.0,369,295
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E06,0.0,-3.0,3.0,2239,285
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E07,0.0,1.0,1.0,315,292
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E08,-0.187,-3.0,2.813,4495,219
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E09,0.0,1.0,1.0,5191,146
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E10,0.0,-3.0,3.0,3594,153
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E11,1.452,1.0,0.452,385,204
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E12,-2.74,-3.0,0.26,9330,95
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E13,0.97,1.0,0.03,194,192
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E14,0.0,-3.0,3.0,133,122
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E15,1.157,1.0,0.157,99,99
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E16,-2.524,-3.0,0.476,3194,44
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E17,0.0,1.0,1.0,61,56
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E18,-0.724,-3.0,2.276,123,26
v6_20k,19,20000,19,360000,30,0,0.754,3,1.0,E19,0.424,1.0,0.576,19,16
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,A,0.964,1.0,0.036,592,587
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,B,0.0,-3.0,3.0,24709,288
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,C,0.987,1.0,0.013,478,442
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,D,-2.818,-3.0,0.182,28524,141
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E05,0.0,1.0,1.0,387,311
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E06,0.0,-3.0,3.0,2255,297
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E07,0.0,1.0,1.0,333,308
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E08,-0.158,-3.0,2.842,4508,231
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E09,0.0,1.0,1.0,5211,159
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E10,0.0,-3.0,3.0,3612,171
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E11,1.65,1.0,0.65,393,212
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E12,-2.777,-3.0,0.223,10499,100
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E13,0.964,1.0,0.036,211,209
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E14,0.0,-3.0,3.0,152,139
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E15,1.122,1.0,0.122,114,114
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E16,-2.491,-3.0,0.509,4154,48
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E17,0.0,1.0,1.0,69,64
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E18,-0.566,-3.0,2.434,155,42
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E19,0.718,1.0,0.282,32,28
v6_20k,19,20000,20,380000,30,0,0.753,3,0.825,E20,-2.818,-3.0,0.182,1301,6
v6_20k,19,20000,20,400000,30,0,0.753,3,0.758,A,0.975,1.0,0.025,612,607
v6_20k,19,20000,20,400000,30,0,0.753,3,0.758,B,0.0,-3.0,3.0,24725,303
v6_20k,19,20000,20,400000,30,0,0.753,3,0.758,C,0.992,1.0,0.008,495,459
v6_20k,19,20000,20,400000,30,0,0.753,3,0.758,D,-2.756,-3.0,0.244,29898,148
v6_20k,19,20000,20,400000,30,0,0.753,3,0.758,E05,0.0,1.0,1.0,411,332
v6_20k,19,20000,20,400000,30,0,0.753,3,0.758,E06,0.0,-3.0,3.0,2282,319
v6_20k,19,20000,20,400000,30,0,0.753,3,0.758,E07,0.0,1.0,1.0,347,320
v6_20k,19,20000,20,400000,30,0,0.753,3,0.758,E08,-0.124,-3.0,2.876,4526,247
