"# procedencia: {""fecha"": ""2026-09-15T12:09:59"", ""rama"": ""3K_kenyon_aprendido"", ""T"": 200000, ""fase2_en"": 100000, ""semillas"": 20, ""python"": ""3.14.2"", ""numpy"": ""2.4.3"", ""plataforma"": ""Windows-11-10.0.26200-SP0"", ""sha256_16"": {""organismo_3k"": ""cb5a528d123056a7"", ""run_3k"": ""8fa9aa6b38c68942"", ""PREREGISTRO"": ""f303e55005fcdec1"", ""organismo_v6"": ""5f38f83cf49248a3""}, ""malla"": {""celdas"": [[""fijo"", 0.0], [""hebb_visita"", 0.003], [""hebb_visita"", 0.01], [""hebb_visita"", 0.03], [""hebb_mordida"", 0.003], [""hebb_mordida"", 0.01], [""hebb_mordida"", 0.03], [""error"", 0.003], [""error"", 0.01], [""error"", 0.03]], ""variantes"": [""congelado"", ""aprende""]}, ""mundo"": {""n_patrones"": 20, ""px_activos"": 3, ""px_relevante"": 0, ""tren"": 10, ""test"": 10, ""particion_rng"": ""default_rng(10000+seed)""}, ""segundos"": 709.205012}"
seed,modo,k_lr,variante,deaths,acc_signo,r_clase,r_solap,Wa_test_comida,Wa_test_veneno,Wa_tren_comida,Wa_tren_veneno,prec_test,tasa_test_comida,tasa_test_veneno,prec_test_q1,tasaC_test_q1,tasaV_test_q1,prec_test_q2,tasaC_test_q2,tasaV_test_q2,prec_test_q3,tasaC_test_q3,tasaV_test_q3,prec_test_q4,tasaC_test_q4,tasaV_test_q4,prec_tren,tasa_tren_comida,tasa_tren_veneno,prec_tren_f1,mord_comida,mord_veneno,ratio_disp,ratio_media,sel_clase,solap_intra,solap_inter,ratio_solap,celdas_usadas,uso_max,ratio_disp_f2,ratio_media_f2,sel_clase_f2,solap_intra_f2,solap_inter_f2,ratio_solap_f2,celdas_usadas_f2,uso_max_f2,deriva_kw
10,hebb_visita,0.003,aprende,274,0.6,0.44530211488214727,0.8203611886957989,-0.02947098586011504,-0.9659196999072663,0.9432804292778716,-2.5811230787130452,0.697198697563103,0.6578508110855833,0.2634534159593774,0.6576050435786914,0.5541353383458646,0.2389252511884817,0.6855585609033756,0.5851142390860873,0.21399711727933607,0.7081270088854501,0.7911874203826568,0.3749334026117565,0.7346765902351369,0.8320574162679426,0.36270423579766886,0.8612884174826352,0.8009303657529502,0.07835353078767981,0.8954725226498956,1062,575,0.8490207391562731,0.7566662973391136,0.1363636363636364,0.6444444444444445,0.58,1.1111111111111112,22,10,0.8671262231746913,0.7490719543944909,0.1473684210526316,0.6888888888888889,0.59,1.167608286252354,19,8,0.14753185273903927
11,hebb_visita,0.003,aprende,294,0.95,0.9149454290981435,0.8846843195676081,0.650115353705641,-1.604404749478682,0.9507319631324984,-2.6826448804535694,0.9104196040900638,0.8368193186651111,0.01598011048498333,0.8764651716934594,0.8185815602836879,0.06565121689676914,0.9733214268202133,0.9636363636363636,0.016993509995937184,0.9746592061762768,0.9625,0.013181587647446457,0.9789404147419174,0.9733333333333334,0.015452503849498705,0.9909948164846317,0.9916666666666668,0.009677033697403328,0.9797845329142674,772,322,0.9759039991067352,0.5081527737232209,0.21739130434782608,0.9777777777777777,0.16,6.111111111111111,23,10,1.0894831799389293,0.7744049004366874,0.22000000000000003,0.8666666666666667,0.34,2.549019607843137,20,8,0.17076476998703807
12,hebb_visita,0.003,aprende,343,0.85,0.798799104819757,0.4988083097323152,1.2371995304991152,0.0,0.9016905964979216,-2.479378562835671,0.8231105889300898,0.9802314227501634,0.33401024488998365,0.8217198648860913,1.0,0.35656027022781733,0.8201124204234801,0.9913043478260869,0.3510795069791267,0.7946490326795124,0.9533333333333334,0.36403526797430863,0.7973234505747181,0.9733333333333334,0.37868643218389714,0.9516088773036995,0.9936491935483872,0.09043143894098829,0.8460470503148436,1227,833,0.9177374343664199,0.5537237122254752,0.16999999999999998,0.6444444444444445,0.42,1.5343915343915346,20,7,0.8429713336530318,0.592297407850958,0.16666666666666663,0.7555555555555555,0.54,1.3991769547325101,18,9,0.1566561396853266
13,hebb_visita,0.003,aprende,286,0.6,0.3786739118468262,0.9482719492397298,0.0,-0.5799505193986282,0.8678650444255926,-2.9531509406487935,0.8622812025705098,0.7681522198731501,0.043589814732130375,0.8089719400248506,0.7648842245543894,0.1469403445046882,0.8722974240899819,0.7844806517311609,0.039885803551197245,0.9093481057133849,0.9228571428571428,0.10416093143037311,0.9744102198026259,0.9875,0.038679560394748166,0.9117126344680895,0.83496003996004,0.011534771023860902,0.8863540181962497,894,390,0.9981955640905261,0.6707474800420639,0.17500000000000002,0.4666666666666667,0.24,1.9444444444444446,24,5,1.052484532459472,0.9206764058279568,0.16363636363636366,0.6,0.4,1.4999999999999998,22,7,0.17083775921150535
14,hebb_visita,0.003,aprende,285,0.6,0.30393771683113574,0.7705394110211027,0.0,0.0,0.9946182227380408,-2.8017670079022614,0.8017121261891538,0.8520692649577434,0.24864501257943572,0.7505315801975257,0.7963357546408394,0.2952725942457879,0.8349912092767011,0.8446376811594204,0.17465526260601805,0.7723838386881865,0.9018518518518519,0.3570841744754788,0.7670137945943971,0.9411764705882353,0.40714888139944116,0.9045604486008734,0.8660333642261353,0.056912467024388444,0.8855299223732322,1031,557,1.005222530017571,0.7670660802913323,0.17142857142857143,1.1222222222222222,0.7,1.6031746031746033,21,11,0.9737791567440827,0.8908098112487581,0.13636363636363635,0.7555555555555555,0.65,1.1623931623931623,22,12,0.17207667351947334
15,hebb_visita,0.003,aprende,296,0.65,0.3743737183547145,0.8976467636639016,0.06015506511500546,-1.1770216722860911,0.9499224688930092,-3.028821983820641,0.813254763288298,0.6609418221448214,0.03443229556822523,0.7731576390019066,0.6156946650950648,0.0693793870912515,0.9328718678415728,0.895475113122172,0.02973137743902629,0.9082764715351748,0.8603683897801545,0.043815446709804855,0.8932960471718998,0.8380952380952381,0.05150314375143846,0.9698797430792716,0.9446524064171123,0.0048929202585692375,0.9896983301806106,780,283,1.0266077223445038,0.6780159542428663,0.2,0.6444444444444445,0.34,1.8954248366013071,20,7,1.2177356495383025,0.8606601251057532,0.22000000000000003,0.8,0.37,2.1621621621621623,20,10,0.15977794830696898
16,hebb_visita,0.003,aprende,272,0.7,0.6517161582818654,0.985040939985279,0.13544369402300963,-2.922800037274689,0.9126681893993763,-3.2154291584723382,0.7833437818297944,0.5960222455132775,0.029334681853688687,0.7106758847181502,0.4426659786721706,0.021314209235870053,0.8380903878860253,0.7030357142857142,0.02685493851366349,0.8721544936476606,0.7935757575757576,0.049266770280436356,0.8956330569612929,0.8635477582846004,0.07228164436201459,0.8864515662283685,0.7932333568840166,0.020330224427279716,0.9938083537215351,944,412,0.9392234716233264,0.4977605315412804,0.21052631578947367,1.0333333333333334,0.31,3.3333333333333335,19,9,1.1079979218744767,0.6532423661932101,0.25882352941176473,1.1111111111111112,0.39,2.849002849002849,17,9,0.1526218795820625
17,hebb_visita,0.003,aprende,301,0.5,0.23716575910759402,0.7829781876329194,-0.19893736711667753,-0.5669410041700074,0.9881261805604519,-2.8962420861500457,0.8283453941808019,0.69345579793341,0.03676500957180622,0.6628631106168572,0.5359866341301093,0.2102604128963949,0.8778112077741738,0.7944186046511628,0.038796189102815216,0.9387953931626716,0.8971153846153846,0.019524598290041644,0.9837888125547248,1.0,0.032422374890550276,0.9509039273395931,0.9063967611336032,0.004588906454417091,0.9875821584404043,706,299,0.9385957968672205,0.493997902640634,0.22000000000000003,0.8,0.23,3.4782608695652173,20,8,1.0125923444578127,0.6432537629313387,0.16,0.5666666666666667,0.44,1.2878787878787878,20,7,0.16416147801028946
18,hebb_visita,0.003,aprende,299,0.8,0.5113607029352139,0.807757894395731,0.14707489698099196,-0.372422422292758,0.9999528001904006,-2.7301362342823294,0.8462033635046385,0.8647867336083228,0.17238000659904568,0.851286255318052,0.8532367149758455,0.15066420433974134,0.8837629520588092,0.9,0.1324740958823817,0.7859353303277391,0.8203508771929824,0.24848021653750418,0.8503639601132504,0.9666666666666666,0.26593874644016563,0.9777108001358297,0.9681607744107744,0.012739174139115095,0.9332712609196812,1071,560,1.11418659786361,0.8208171680894535,0.19047619047619047,0.7444444444444445,0.35,2.126984126984127,21,8,1.1457599514786696,0.9231663916497163,0.19,0.7555555555555555,0.36,2.0987654320987654,20,8,0.14448003379760788
19,hebb_visita,0.003,aprende,323,0.7,0.4235806105711268,0.6147964524158996,-0.07438767131005693,-0.1681251782103459,0.9994980846108386,-1.7841658754561731,0.7333010214316289,0.7242023927175985,0.25760034985434055,0.6806501094136994,0.6591949505359815,0.29789473170858277,0.6955050510033973,0.777034718269778,0.3860246162629834,0.7244371505248589,0.7775978407557356,0.3287235397060178,0.7267210832210425,0.9201702127659575,0.46672804632387244,0.9651537087473374,0.9736868418253378,0.043379424330663025,0.8975164144224059,1512,965,0.9773695215469337,0.7945369688856154,0.18095238095238095,0.7777777777777778,0.43,1.8087855297157622,21,10,0.912113031813707,0.7824829022906583,0.17777777777777778,0.7777777777777778,0.53,1.4675052410901468,18,10,0.1535584011401
20,hebb_visita,0.003,aprende,314,0.8,0.4528301693126392,0.9427243568028771,0.34772092630816376,-0.5406317493867463,1.0888782132074541,-3.1342443638691995,0.8645943096815994,0.7521172124796752,0.02292859311647636,0.8487709652225401,0.7727272727272727,0.07518534228219245,0.8759358593128952,0.7756132756132755,0.023741556987485236,0.9403860346031253,0.8953560371517029,0.0145839679454523,0.8695158617633694,0.8175438596491228,0.07851213612238399,0.9768267439378104,0.9612326656394453,0.007579177763824355,0.9676884863539353,836,343,1.0784302704487119,0.6902584389283413,0.19999999999999998,0.5777777777777777,0.17,3.398692810457516,24,6,1.1033290400820033,0.7713177645704871,0.21904761904761902,0.8444444444444444,0.31,2.7240143369175627,21,10,0.12383544671707299
1,hebb_visita,0.01,congelado,295,0.9,0.7269939683805333,0.867141344681129,0.7816899851468653,-0.4493096188618426,0.9078164408893924,-2.550128654832293,0.7697268613583832,0.9794871794871796,0.44003345677041317,0.7876605679337051,0.9888888888888889,0.4135677530214788,0.7754141434156323,0.9913043478260869,0.4404760609948223,0.7569951688427246,0.9800000000000001,0.46600966231455115,0.7553717224612796,0.9529411764705882,0.442197731548029,0.996291584210192,1.0,0.007416831579616076,0.9567926537034757,1031,475,1.208457158865298,0.7637808610199746,0.21739130434782608,1.1555555555555554,0.19,6.081871345029239,23,10,1.208457158865298,0.7637808610199746,0.21739130434782608,1.1555555555555554,0.19,6.081871345029239,23,10,0.15976519081989837
2,hebb_visita,0.01,congelado,307,0.65,0.22779289329462607,0.8886059410217452,0.4333326250530595,-0.2475248097353231,0.9209792777654475,-2.796539229455636,0.5166355734589643,0.6962563625940992,0.6629852156761705,0.5221261623732136,0.696924581153216,0.6526722564067888,0.5191639610389609,0.7098484848484848,0.6715205627705629,0.5084928545943398,0.7086229086229087,0.6916371994342291,0.49712675449162536,0.6822556390977443,0.6880021301144936,0.9039956664966441,0.975,0.16700866700671177,0.8921461561733068,970,598,1.0126077953658912,0.8914159225203847,0.16,0.5444444444444444,0.29,1.8773946360153257,25,7,1.0126077953658912,0.8914159225203847,0.16,0.5444444444444444,0.29,1.8773946360153257,25,7,0.15014826685106006
3,hebb_visita,0.01,congelado,290,0.95,0.7921392102365654,0.7772444379512367,0.9846545022398846,-0.7092452225175732,1.0097960999567372,-2.7821415129898504,0.8173559365594826,0.9568181818181818,0.3221063086992167,0.808145945073514,0.9436532507739939,0.32736136062696597,0.8252700489986204,0.9390476190476191,0.2885075210503782,0.7857229832572297,0.9833333333333332,0.4118873668188737,0.840149100893975,0.9866666666666667,0.3063684648787167,0.9023453683499981,0.9766666666666666,0.17197592996667035,0.9045274036108737,1097,592,1.0877841544236417,1.006650406614668,0.2095238095238095,0.7666666666666667,0.37,2.0720720720720722,21,9,1.0877841544236417,1.006650406614668,0.2095238095238095,0.7666666666666667,0.37,2.0720720720720722,21,9,0.14004320772979342
4,hebb_visita,0.01,congelado,333,0.6,0.4129593229741098,0.8718600101725351,-0.30971718654978897,-0.5257331462251722,0.797060702575145,-2.398592785176005,0.6024022876344389,0.6641079074553908,0.4593033321865129,0.5974549932556739,0.7019005847953216,0.5069905982839737,0.6420657346750411,0.7366666666666667,0.4525351973165844,0.607340094417808,0.6626903178122692,0.4480101289766531,0.6132100731894097,0.6587535014005602,0.43233335502174086,0.9921763294146886,0.9952380952380953,0.010885436408717952,0.9511386958079655,858,531,0.9753953796861974,0.7018514471117845,0.16153846153846152,0.6444444444444445,0.39,1.6524216524216524,26,8,0.9753953796861974,0.7018514471117845,0.16153846153846152,0.6444444444444445,0.39,1.6524216524216524,26,8,0.16580095185347568
5,hebb_visita,0.01,congelado,360,0.7,0.48505189023273804,0.4469839155713552,-0.2270412222101319,-0.8926426635602702,1.1439245431125924,-2.3342540639655245,0.6996141304284587,0.5758981574543436,0.17666989659742618,0.6968852546636591,0.576964243707363,0.18319373438004477,0.7011591067753402,0.611170871382139,0.20885265783145868,0.6909107442752047,0.5889701064701065,0.207148617919697,0.6939682772194964,0.5555542481671708,0.16761769372817786,0.9773542050055892,0.9764705882352942,0.021762178224115754,0.86806200160751,1091,827,0.9528230131607884,0.6767490748228502,0.15454545454545457,0.6666666666666666,0.46,1.4492753623188404,22,8,0.9528230131607884,0.6767490748228502,0.15454545454545457,0.6666666666666666,0.46,1.4492753623188404,22,8,0.16717621483013484
6,hebb_visita,0.01,congelado,258,0.55,-0.22444710517906905,0.35264937975858895,-1.6709703602180128,-0.6038815569036077,0.9082194254663146,-2.8479439351101252,0.42691311975415513,0.22009385372845053,0.36626761422014026,0.39852961426700373,0.20014378251370207,0.4030845539796946,0.43173237468198367,0.20540901252668603,0.34194426316271875,0.44768793302206356,0.22369779590589395,0.3283219298617669,0.41960453752453414,0.2610739908667753,0.4218649158177071,0.9897014585139747,0.9855694692903996,0.00616655226245027,0.9869525741363725,828,399,0.9526204299739877,0.5636741495905913,0.13333333333333333,0.4666666666666667,0.4,1.1666666666666665,24,7,0.9526204299739877,0.5636741495905913,0.13333333333333333,0.4666666666666667,0.4,1.1666666666666665,24,7,0.1827921308179063
7,hebb_visita,0.01,congelado,309,0.45,-0.09246172906768443,0.453658987305772,-0.5508805383654516,-0.35947733110420854,0.9995838331851042,-2.634099778057271,0.4541839862078079,0.4976347013186828,0.589266728903067,0.42986923589648296,0.4970096139028177,0.6372711421098518,0.4703185172611174,0.5507260799056464,0.6100890453834116,0.45273268398268396,0.4675075523996387,0.5620421844342708,0.45255608742678566,0.5020214788141995,0.5969093039606281,0.9316007085136386,0.8929824561403509,0.029781039113073633,0.9574245816547745,928,583,0.867138729531662,0.6299437621229315,0.1153846153846154,0.4666666666666667,0.45,1.037037037037037,26,7,0.867138729531662,0.6299437621229315,0.1153846153846154,0.4666666666666667,0.45,1.037037037037037,26,7,0.17325748032473914
8,hebb_visita,0.01,congelado,289,0.5,0.26040882537049515,0.29621861291122575,-1.9098292511331871,-2.338666652856693,0.7740949386455258,-2.763650616627623,0.4832382097766293,0.03273033062490581,0.06625391107164728,0.4603989478374029,0.03903041979705701,0.11823252412225113,0.4559772488549317,0.03225338371246965,0.12029888600260633,0.4977809465900205,0.03325642719225634,0.037694534012215376,0.4884049683961133,0.03429978768857449,0.057489850896347824,0.9974763543925147,1.0,0.005047291214970622,0.9316144613129226,682,338,0.9529321238584849,0.7926460224603205,0.13684210526315793,0.7555555555555555,0.66,1.1447811447811447,19,10,0.9529321238584849,0.7926460224603205,0.13684210526315793,0.7555555555555555,0.66,1.1447811447811447,19,10,0.18982139215307295
9,hebb_visita,0.01,congelado,342,0.5,-0.08619556469456685,0.4358513981337982,-1.0292261778715548,-0.9546259827628583,0.9931401845005832,-2.466050277351728,0.45037467427112776,0.3081310477879437,0.4073816992456882,0.4443876967095851,0.3102863872626179,0.4215109938434477,0.46367320561755687,0.35002253037637493,0.4226761191412611,0.3987052462183295,0.32058783233813676,0.5231773399014779,0.45003125057525595,0.3040857955283803,0.4040232943778683,0.9930280121209263,0.992,0.005943975758147479,0.9233560667804541,859,632,1.0791826252198977,0.8173351469310888,0.18,0.7222222222222222,0.38,1.9005847953216373,20,8,1.0791826252198977,0.8173351469310888,0.18,0.7222222222222222,0.38,1.9005847953216373,20,8,0.1489435609157796
10,hebb_visita,0.01,congelado,249,0.7,0.8115112475626275,0.9491843440949013,-0.2255880265609299,-2.792281257893558,0.9485864698785568,-2.706038930822779,0.8468651658620352,0.7121290183503544,0.018398686626284126,0.8442822462797532,0.7064621774902149,0.017897684930708372,0.8798446069259467,0.7780401416765053,0.018350927824612038,0.8299071567110294,0.6798268212394447,0.020012507817385866,0.8408722192846622,0.7027107279693486,0.02096628940002434,0.9937448167053573,0.9947368421052631,0.0072472086945486345,0.9407854574484751,817,244,1.0719663153964032,0.8059106164380059,0.219047619047619,1.0444444444444445,0.3,3.481481481481482,21,9,1.0719663153964032,0.8059106164380059,0.219047619047619,1.0444444444444445,0.3,3.481481481481482,21,9,0.16096252669931402
11,hebb_visita,0.01,congelado,268,0.7,0.7715930754949808,0.9160693197936266,-0.46292409295919346,-1.8920073603263643,0.8281834228527578,-2.9336546484294823,0.7749623824139432,0.5983119730848665,0.04838720825698008,0.7496451014600323,0.5539704308268665,0.054680227906801916,0.7512559042437524,0.5815204678362573,0.07900865934875247,0.8008416520403685,0.66125,0.059566695919262835,0.8249995768917029,0.6838770685579196,0.033877914774513886,0.9151637087449732,0.8324022346368715,0.002074817146925002,0.9802542895963244,755,274,1.0995253784590928,0.8323718669348548,0.22000000000000003,0.8111111111111111,0.33,2.4579124579124576,20,9,1.0995253784590928,0.8323718669348548,0.22000000000000003,0.8111111111111111,0.33,2.4579124579124576,20,9,0.13530556210092087
12,hebb_visita,0.01,congelado,341,0.7,0.03387418383071515,0.11612761778572736,0.0,-0.2749708781217799,0.9470782449466824,-2.59313327439456,0.48264502899477435,0.8571731748726655,0.8918831168831168,0.49166666666666664,0.9333333333333332,0.95,0.55,1.0,0.9,0.475,0.85,0.9,0.4526190476190476,0.8147619047619047,0.9095238095238095,0.9797764049494305,0.9904761904761905,0.030923380577329407,0.9092817977723047,696,383,0.8535272123078311,0.5950923681194272,0.16999999999999998,0.7111111111111111,0.53,1.3417190775681342,20,9,0.8535272123078311,0.5950923681194272,0.16999999999999998,0.7111111111111111,0.53,1.3417190775681342,20,9,0.17807765872150108
13,hebb_visita,0.01,congelado,286,0.7,0.6626191587552968,0.8252218518767583,0.0,-1.8993325340929628,0.9322343814033418,-2.9345679437292875,0.7712961906575906,0.6527744682527274,0.11018208693754636,0.771998096134962,0.6647050114738322,0.12070881920390815,0.7825914023319394,0.6776850468915214,0.11250224222764268,0.751730101977366,0.6344924937447873,0.13103228979005535,0.7790064414902126,0.6451152073732719,0.08710232439284671,0.9043643550384595,0.9886590038314177,0.17993029375449887,0.8838522773445011,834,376,1.047171383095924,0.9551364377024919,0.18260869565217389,0.5666666666666667,0.28,2.0238095238095237,23,6,1.047171383095924,0.9551364377024919,0.18260869565217389,0.5666666666666667,0.28,2.0238095238095237,23,6,0.14332736228055556
14,hebb_visita,0.01,congelado,295,0.8,0.5375627976380865,0.8046989323491691,0.23681618345683475,-1.2681251265704572,1.0359538092207248,-2.6609394533136577,0.7816544080010364,0.601418236717573,0.03810942071550044,0.7883745051594331,0.6064381728130159,0.029689162494149806,0.7793198316267445,0.604097441020518,0.04545777776702924,0.7678624376148817,0.5862065687194822,0.05048169348971876,0.7810052874002167,0.6087135278514588,0.04670295305102555,0.9953611286947741,0.9958333333333332,0.005111075943785144,0.9251575499491037,893,541,1.0066793254787805,0.8043267056100571,0.15833333333333333,0.8666666666666667,0.58,1.4942528735632186,24,12,1.0066793254787805,0.8043267056100571,0.15833333333333333,0.8666666666666667,0.58,1.4942528735632186,24,12,0.15427139657038177
15,hebb_visita,0.01,congelado,266,0.6,0.740680512795138,0.9457864662246018,-0.337912540209913,-1.4506813818677013,1.0518036888828879,-2.7301854117531015,0.7579126905817601,0.6014026094790701,0.08557722831554988,0.761089268622683,0.6544576196750109,0.1322790824296449,0.7608999075124061,0.5962418300653595,0.07444201504054723,0.7556967150496563,0.5931428571428572,0.0817494270435447,0.7915175350728016,0.6619623719933317,0.07892730184772842,0.9960989707408083,1.0,0.007802058518383217,0.9907588696371651,813,279,1.1393304813843934,0.756731050033927,0.20000000000000007,0.9444444444444444,0.27,3.4979423868312756,22,10,1.1393304813843934,0.756731050033927,0.20000000000000007,0.9444444444444444,0.27,3.4979423868312756,22,10,0.16987858250421786
16,hebb_visita,0.01,congelado,245,0.8,0.7405113644700013,0.9624362751826694,0.07075884822232936,-2.388005409427854,0.9808713851633492,-2.636998175859161,0.7937047594694903,0.6434266245683227,0.056017105629342125,0.7904293786182137,0.6325550673044833,0.05169631006805601,0.7977011890168415,0.6594098883572568,0.06400751032357385,0.7919054629382681,0.6486751152073732,0.06486418933083689,0.8025065352478427,0.6516679399032339,0.046654869407548594,0.9863503794275577,0.9876521739130435,0.014951415057928033,0.8661082422765403,871,350,1.0775521513296673,0.682814170470855,0.21052631578947367,0.9333333333333333,0.47,1.9858156028368796,19,8,1.0775521513296673,0.682814170470855,0.21052631578947367,0.9333333333333333,0.47,1.9858156028368796,19,8,0.15691930321914718
17,hebb_visita,0.01,congelado,301,0.5,0.6104787468968844,0.7682611199851452,-0.7865082370668179,-1.9020521119827045,0.8587729923025842,-2.869363813021736,0.6238394066364839,0.2787200244417446,0.03104121116877685,0.6166112974754121,0.2687358366631566,0.03551324171233231,0.6570381976348308,0.33019185786781213,0.016115462598150394,0.5992859808479376,0.2768448846750734,0.07827292297919833,0.6821096995150787,0.4425137362637363,0.07829433723357895,0.9986457292134991,1.0,0.0027085415730016276,0.9819378065099127,753,367,1.0839509615864624,0.6981676749143884,0.18947368421052632,0.7333333333333333,0.36,2.0370370370370368,19,8,1.0839509615864624,0.6981676749143884,0.18947368421052632,0.7333333333333333,0.36,2.0370370370370368,19,8,0.16903876080062089
18,hebb_visita,0.01,congelado,290,0.8,0.7680905636117686,0.9522674110749246,0.4587129208393751,-2.198514894359439,0.8807389721279475,-2.7540336984355096,0.8078749972644309,0.7117832750291521,0.0960332805002903,0.8002647619914223,0.7244212962962963,0.12389177231345187,0.7776646193032516,0.7022988505747126,0.14696961196820946,0.8212199476952786,0.7118181818181818,0.0693782864276245,0.8344008869607366,0.7376282051282053,0.06882643120673217,0.9865373109578058,0.9771537985823701,0.004079176666758404,0.9463153588659414,819,315,1.1329701831131331,0.9043957152202886,0.20952380952380953,1.0,0.43,2.3255813953488373,21,11,1.1329701831131331,0.9043957152202886,0.20952380952380953,1.0,0.43,2.3255813953488373,21,11,0.16289472447033196
19,hebb_visita,0.01,congelado,269,0.75,0.5733637660994169,0.8356101008017,0.4203303663748006,-1.1995667943987125,1.084588208478205,-2.625725492970065,0.6964954282472069,0.6717221738571937,0.2787313173627798,0.7155065442775125,0.6930669800235018,0.2620538914684768,0.6994595478611241,0.6632636181023278,0.26434452238007966,0.6731192426161363,0.6383303367113436,0.2920918514790711,0.7081785973416119,0.7192885375494071,0.3029313428661832,0.9945339556250227,0.9957446808510639,0.006676769601018646,0.9393849342863596,989,482,0.9865142507697101,0.7743929267327084,0.17272727272727273,0.8666666666666667,0.49,1.7687074829931975,22,10,0.9865142507697101,0.7743929267327084,0.17272727272727273,0.8666666666666667,0.49,1.7687074829931975,22,10,0.16428429120230462
20,hebb_visita,0.01,congelado,282,0.7,0.5898418754663006,0.8592592363530541,-0.3566931108233329,-1.368788053337933,1.0119890823533253,-2.950502869701999,0.6805092160210193,0.6449730892809502,0.28395465723891145,0.6937287261047104,0.6962857142857144,0.3088282620762936,0.713983748648281,0.7117735042735042,0.2838060069769421,0.6691995057527489,0.6259994669509595,0.2876004554454617,0.672938971099377,0.644015444015444,0.29813750181669,0.9939020538217258,0.9904761904761905,0.0026720828327389144,0.9765477750912156,883,352,1.0899703207207034,0.7891101928536917,0.19090909090909092,0.7,0.35,2.0,22,9,1.0899703207207034,0.7891101928536917,0.19090909090909092,0.7,0.35,2.0,22,9,0.15595126172036927
1,hebb_visita,0.01,aprende,323,0.9,0.7269939683805333,0.867141344681129,0.7816899851468653,-0.4493096188618426,0.9078164408893924,-2.550128654832293,0.9418138081794791,0.9068387096774193,0.023211093318461173,0.8965289563778178,0.8952380952380953,0.10218018248245961,0.9326404536090893,0.9,0.03471909278182138,0.9737616514433151,0.975,0.027476697113369863,0.9404325518861965,0.8954545454545455,0.014589441682152537,0.9826815835282858,0.975405982905983,0.010042815849411486,0.9567926537034757,893,448,1.0107836175821139,0.5379522665980004,0.18260869565217397,1.0444444444444445,0.39,2.678062678062678,23,10,1.208457158865298,0.7637808610199746,0.21739130434782608,1.1555555555555554,0.19,6.081871345029239,23,10,0.2285910548477321
2,hebb_visita,0.01,aprende,320,0.65,0.22779289329462607,0.8886059410217452,0.4333326250530595,-0.2475248097353231,0.9209792777654475,-2.796539229455636,0.8461542585409672,0.7375507881164179,0.04524227103448347,0.7790682019198361,0.7285359071164698,0.1703995032767976,0.7969676320261305,0.8851851851851851,0.2912499211329241,0.8090347454495463,0.7413919413919414,0.12332245049284865,0.8867059948657641,0.8144715032513069,0.04105951351977878,0.8742180712882697,0.9261944834034596,0.17775834082692035,0.8921461561733068,1149,676,1.029237636325519,0.8315163198206368,0.14400000000000002,0.5333333333333333,0.46,1.1594202898550725,25,7,1.0126077953658912,0.8914159225203847,0.16,0.5444444444444444,0.29,1.8773946360153257,25,7,0.2349330045748671
3,hebb_visita,0.01,aprende,301,0.95,0.7921392102365654,0.7772444379512367,0.9846545022398846,-0.7092452225175732,1.0097960999567372,-2.7821415129898504,0.8717047625920942,0.7601548104521696,0.016745285267981216,0.8401287002272593,0.7072268907563025,0.02696949030178387,0.8900684547213651,0.8138339920948617,0.03369708265213166,0.8908881257963595,0.7969442322383499,0.01516798064563082,0.9884507221770122,1.0,0.023098555645975658,0.9028049812011045,0.8770946796528192,0.07148471725061006,0.9045274036108737,1053,548,1.0917495147476224,0.7506949999017979,0.18260869565217389,0.7,0.38,1.8421052631578947,23,10,1.0877841544236417,1.006650406614668,0.2095238095238095,0.7666666666666667,0.37,2.0720720720720722,21,9,0.20902756794848693
4,hebb_visita,0.01,aprende,299,0.6,0.4129593229741098,0.8718600101725351,-0.30971718654978897,-0.5257331462251722,0.797060702575145,-2.398592785176005,0.9366333126960479,0.9087952802141472,0.03552865482205146,0.8720236314625429,0.8273412698412699,0.0832940069161839,0.9749652439073153,0.968421052631579,0.018490564816948267,0.8630064333232058,0.9151515151515153,0.1891386485051036,0.8669019703367302,0.9882352941176471,0.2544313534441866,0.9308293588350756,0.870358374202354,0.008699656532202782,0.9511386958079655,1054,515,1.0647364276279823,0.7923027581593193,0.1692307692307692,0.6111111111111112,0.31,1.9713261648745521,26,7,0.9753953796861974,0.7018514471117845,0.16153846153846152,0.6444444444444445,0.39,1.6524216524216524,26,8,0.21730282915655116
5,hebb_visita,0.01,aprende,339,0.7,0.48505189023273804,0.4469839155713552,-0.2270412222101319,-0.8926426635602702,1.1439245431125924,-2.3342540639655245,0.7998704434311998,0.8425126885498402,0.24277180168744064,0.7613568879568874,0.8060224089635856,0.2833086330498108,0.8011421567656806,0.8733333333333334,0.27104901980197227,0.7828313401330589,0.959047619047619,0.3933849387815013,0.7151475609895042,0.91875,0.48845487802099175,0.9478936506366868,0.9876005608863061,0.09181325961293245,0.86806200160751,1232,839,0.9491924345820153,0.6961872143369312,0.13333333333333336,0.6777777777777778,0.65,1.0427350427350428,21,8,0.9528230131607884,0.6767490748228502,0.15454545454545457,0.6666666666666666,0.46,1.4492753623188404,22,8,0.19258667396949147
